Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
iNeedMD Holdings Inc,NEMD.PK^F22,,,
WPT Industrial Real Estate Investment Trust,WIRu.TO^J21,BREWHW,,
Fideicomiso irrevocable numero 6274,TERRA13.MX^B26,TERRX,,
ZAIS Group Holdings Inc,ZAIS.OQ^E18,ZACSTG,,
Motivating The Masses Inc,MNMT.PK^C25,,,
Fenikso Ltd,FNK.ASE,,,
First Trust Intermediate Duration Preferred & Income Fund,FPF.N,,,
Golden Mountain Financial Corp,FNBCQ.PK^A21,GOMOF,,
Daniels Corporate Advisory Company Inc,DCAC.PK,,,
Rithum Corp,ECOM.N^K22,,,
South Beach Spirits Inc,SBES.PK,,,
ParcelPal Logistics Inc,PKG.CD^H25,,,
Pulse Oil Corp,PUL.V,,,
Sibannac Inc,SNNC.PK,,,
Alupar Investimento SA,ALUP11.SA,ALUPA,,
Access Bio Inc,950130.KQ,ACSBO,,
NS Wind Down Co Inc,NSTGQ.PK^F24,NSWID,,
Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,DFP.N,,,
Viabuilt Ventures Inc,VBVT.PK,,,
New Green Hemp Inc,NGHI.PK,,,
Magnite CTV Inc,TLRA.N^D20,,,
Rapid Therapeutic Science Laboratories Inc,RTSL.PK,,,
Nortec Quimica SA,NRTQ3.SA^H25,,,
Promotora de Hoteles Norte 19 SAB de CV,HCITY.MX,HCITY,,
Nitratos de Chile SA,NITRATOS.SN,,,
Brookfield Global Infrastructure Securities Income Fund,BGI_u.TO,,,
Gulf Coast Ultra Deep Royalty Trust,GULTU.PK,,,
Southwest Iowa Renewable Energy LLC,SWIOU.PK,SWIOU,,
Risewell Homes Inc,NWHM.N^I21,NWPONH,,
Antibe Therapeutics Inc(Pre-Merger),ATE.TO^E24,,,
Virtu KCG Holdings LLC,KCG^G17,VIRTG,,
Choice Properties Real Estate Investment Trust,CHP_u.TO,CHP,,
Pro Farm Group Inc,MBII.OQ^G22,,,
Right On Brands Inc,RTON.PK,,,
Kentz Corporation Ltd,KNTZY.PK^C16,SNCGBK,,
IntelliEPI Inc (Cayman),4971.TWO,INTLP,,
Wci LLC,WCIC.K^B17,LENWCI,,
Xalles Holdings Inc,XALL.PK,,,
Jamaica Stock Exchange Ltd,JSE.JS,JSE,,
Virtual Interactive Technologies Corp,VRVR.PK,,,
Global Health Clinics Ltd,MJRX.CD,,,
Anima Holding SA,ANIM3.SA,ANIMC,,
Globalwafers Singapore Pte Ltd,SEMI.O^L16,GLWARU,,
Foothills Exploration Inc,FTXP.PK,,,
Ser Educacional SA,SEER3.SA,SEERC,,
"Everpure, Inc",PSTG.N,PSTG,,
Geo Js Tech Group Corp,GJST.PK,,,
World Blockchain Corp,WBG.CD,,,
Newfold Digital Holdings Group Inc,EIGI.OQ^B21,ENDIHW,,
DeepSpatial Inc,DSAI.CD,,,
Controladora Vuela Compania de Aviacion SAB de CV,VOLARA.MX,,,
AFP Habitat SA,HABITAC1.LM,,,
Zenith Energy Logistics Partners LP,ARCX.N^L17,,,
Grupo Hotelero Santa Fe SAB de CV,HOTEL.MX,,,
Adm Endeavors Inc,ADMQ.PK,,,
GUE Liquidation Companies Inc,FTDCQ.PK^L19,GULIC,,
Gaming and Leisure Properties Inc,GLPI.OQ,GLPI,,
Avance Gas Holding Ltd,AGAS.OL^H25,AOG,,
SOLAI Ltd,SLAI.N,EOCO,,
Banco del Bajio SA Institucion de Banca Multiple,BBAJIOO.MX,BBAJI,,
Royal Helium Ltd,0XO0.BE^A26,OXOO,,
HMH Co,HMHC.OQ^D22,VTSCAO,,
Eson Precision Ind Co Ltd,5243.TW,,,
Signal Advance Inc,SIGL.PK,,,
First General Bank,FGEB.PK,FGEB,,
Cardinal Energy Ltd (Alberta),CJ.TO,CJX,,
Cypher Metaverse Inc,CODEx.CD,,,
BioAdaptives Inc,BDPT.PK,,,
Inmobiliaria Sixterra SA,SIXTERRA.SN^E25,,,
Tong Ming Enterprise Co Ltd,5538.TW,TONGI,,
Insurance Corporation of Barbados Ltd,ICBL.BRB,,,
Barbados Dairy Industries Ltd,BDI.BRB,,,
Atlas Mara Ltd,9A3.MU^L21,ATSMA,,
Innovative Payment Solutions Inc,IPSI.PK,,,
EQT RE Merger Sub Inc,RICE.N^K17,EQTEQR,,
Builders Capital Mortgage Corp,BCF.V,,,
Livento Group Inc,LIVG.PK,NUGND,,
Green Seal Holding Ltd,1262.TW^J19,,,
Petrolera Pampa SA,PETR.BA^H18,PAMPXX,,
Gulf West Security Network Inc,GWSN.PK,,,
ICBC Peru Bank SA,ICBCC1.LM,ICBCX,,
"Nightfood Holdings, Inc",NGTF.PK,,,
Knutsford Express Services Ltd,KEX.JS,,,
US Lighting Group Inc,USLG.PK,,,
ATech (Parent) Resolution Corp,AKTSQ.PK^A26,AVHG,,
Qualitas Compania de Seguros SA,QUALSGC1.LM,,,
Financiera Credinka SA en Liquidacion,FCREDIC1.LM,FCREY,,
PLx Pharma Winddown Corp,PLXPQ.PK^J23,PLXPH,,
Quality Software SA,QUSW3.SA,QUSWC,,
LA Quinta Holdings Inc,LQ.N^E18,WYNDH,,
Jade Power Trust,JPWRh.V,JPWR,,
SCE Trust III,SCE_ph.N^K24,EIXSC,,
GrubHub Inc (Pre-Merger),GRUB.N^F21,TKWYR,,
Pilgrim Bancshares Inc,PLRM.PK^A19,HOTWGR,,
Lundbeck Seattle Biopharmaceuticals Inc,ALDR.OQ^J19,HLUNE,,
Legacy Education Alliance Inc,LEAI.PK,,,
Range Resources - Louisiana Inc,MRD.O^I16,RRCLO,,
Blueberries Medical Corp,BBM.CD,,,
HempAmericana Inc,HMPQ.PK,,,
Firstcaribbean International Bank (Trinidad & Tobago) Ltd,CIBC.TTB,CIBC,,
Earth Alive Clean Technologies Inc,EACh.V^B25,,,
Devonian Health Group Inc,GSD.V,,,
Delota Corp,NIC.CD,,,
FVP Holdings Inc,DKGH.PK,,,
Amid Merger LP,JPEP.K^C17,AMIDXJ,,
Immedica Pharma US Inc,MRNS.OQ^B25,,,
Ti Gotham Inc,TIME.N^A18,MDPTI,,
Dream Impact Trust,MPCT_u.TO,MPCT,,
PlantFuel Life Inc,FUEL.CD^C25,,,
Infinity Stone Ventures Corp,GEMS.CD,,,
Eagle Point Credit Company Inc,ECC.N,ECC,,
Gabelli Global Small and Mid Cap Value Trust,GGZ.N,GGZ,,
Biome Grow Inc,BIO.CD,,,
Thunder Energies Corp,TNRG.PK,,,
Smart Stores Operations LLC,SFS.N^F19,FISTPT,,
Isodiol International Inc,ISOLF.PK,ISOLF,,
Maple Peak Investments Inc,MAP.V,,,
Wewards Inc,WEWA.PK,,,
PetroGas Co,PTCO.PK,,,
Sunstock Inc,SSOK.PK,,,
Organizacion Terpel SA,TPL.CN,TPL,,
Entourage Health Corp,ENTG.V^D25,ENTHT,,
Global Compliance Applications Corp,APP.CD,,,
CDK Global II LLC,CDK.OQ^G22,CETHOD,,
Project Sage Oldco Inc,SIENQ.PK^G24,,,
BlackRock Science and Technology Trust,BST.N,,,
Nuveen Minnesota Quality Municipal Income Fund,NMS.N,NMS,,
Summit Networks Inc,SNTW.PK,,,
Cosan Logistica SA,RLOG3.SA^C21,COLYX,,
infinitii ai inc,IAI.CD,CRLX,,
Ourofino SA,OFSA3.SA,,,
Patec Precision Industry Co Ltd,2236.TW,PACSN,,
BioMark Diagnostics Inc,BUX.CD,,,
Floor & Decor Holdings Inc,FND.N,FND,,
US Nuclear Corp,UCLE.PK,,,
SMU SA,SMU.SN,SMU,,
Western Uranium & Vanadium Corp,WUC.CD,WUC,,
Constellation Healthcare Technologies Inc,CHT.L^A17,CNHLT,,
Boeing Distribution Services Inc,KLXI.OQ^J18,BABOE,,
Jourdeness Group Ltd,4190.TW,JOURD,,
Cadu Inmobiliaria SA de CV,CADUA.MX,CADUA,,
Grupo Rotoplas SAB de CV,AGUA.MX,AGUA,,
Laboratorios Richmond SACIF,RICHm.BA,RICHW,,
Vinte Viviendas Integrales SAB de CV,VINTE.MX,VINTE,,
Prio Forte SA,DMMO3.SA^A23,PICCOI,,
One World Products Inc,OWPC.PK,,,
Indoor Harvest Corp,INQD.PK,,,
Frequency Holdings Inc,FRQN.PK,,,
Vox Valor Capital Ltd,VOXV.L,,,
,VSTO.N^K24,,,
Propel Media Inc,PROM.PK^I25,,,
Valassis Digital Corp,MXPT.O^J17,,,
Calamos Dynamic Convertible and Income Fund,CCD.OQ,,,
Auscrete Corp,ASCK.PK,,,
Brompton Energy Split Corp,ESP.TO,BMPYT,,
Nexpoint Storage Partners Inc,JCAP.N^K20,DBYVSE,,
Fabled Silver Gold Corp,FCOh.V,,,
Oxiquim SA,OXIQUIM.SN,,,
Unifin Financiera SAB de CV,UNIFINA.MX,UNIFI,,
Senseonics Holdings Inc,SENS.OQ,SENS,,
CapForce Inc,CFOR.PK,,,
BIGG Digital Assets Inc,BIGG.V,,,
AAPKI Ventures Inc,APKI.CD,,,
Million Health Technology Inc,BTIM.PK,,,
Virtus Diversified Income & Convertible Fund,ACV.N,,,
Vitalibis Inc,VCBD.PK,,,
Rumo SA,RAIL3.SA,RAILC,,
Pa Mining Complex LP,CCR.N^L20,CNRXPM,,
Recipe Unlimited Corp (Pre-Merger),RECP.TO^K22,FFHRCU,,
Uniti Group Inc (Delaware),UNIT.OQ,UNITX,,
JMMB Group Ltd,JMMBGL.JS,JMMBG,,
Flowerkist Skin Care and Cosmetics Inc,FKST.PK,,,
Dadi Early-Childhood Education Group Ltd,8437.TWO,DADIE,,
Mastercraft Boat Holdings Inc,MCFT.OQ,MCFT,,
REalloys Inc,ALOY.OQ,,,
Elegant Hotels Group Ltd,EHGE.L^L19,,,
Dynamite Blockchain Corp,KAS.CD,,,
Midwest Holding LLC,MDWT.OQ^L23,MIDAPM,,
Hubilu Venture Corporation,HBUV.PK,,,
Grupo Gicsa SAB de CV,GICSAB.MX,GICSA,,
Wiz Co Participacoes e Corretagem de Seguros SA,WIZC3.SA,WIZSC,,
Sleep Country Canada Holdings Inc (Pre-Merger),ZZZ.TO^J24,FFHSYC,,
Amryt Endo Inc,CHMA.OQ^H21,,,
Coretag Inc,COTI.PK^A26,,,
Euronav MI II Inc,GNRT.N^F18,EUAVRB,,
USA Today Media Corp,GCI.N^K19,TDAYDY,,
Automotive Properties Real Estate Investment Trust,APR_u.TO,APR,,
Hershey Salty Snacks Sales Co,BETR.N^A18,HSYHE,,
Harmony Biosciences Management Inc,ZYNE.OQ^J23,,,
Terraform Global Holdco LLC,GLBL.OQ^L17,BEPTRM,,
Provident Bancorp Inc (Maryland),PVBC.OQ^K25,PVNCP,,
Luboa Group Inc,UHGI.PK,,,
First Foods Group Inc,FIFG.PK,,,
Zonetail Inc,ZONE.V,,,
Sproutly Canada Inc,SPR.CD,SPRX,,
Ajia Innogroup Holdings Ltd,IPO-WIGI.PK,,,
Alianza Compania de Seguros y Reaseguros SA EMA,52ALGNU.VB^L25,EBALG,,
Alianza Vida Seguros y Reaseguros SA,52ALINU.VB^L25,EBALI,,
Bisa Leasing SA,52BILNA.VB^L25,EBBIL,,
Banco Bisa SA,52BISNU.VB^L25,EBBIS,,
Banco Mercantil Santa Cruz SA,52BMENU.VB^L25,EBBME,,
BISA Seguros y Reaseguros SA,52BSGNA.VB^B17,EBBSG,,
Banco Solidario SA,52BSONU.VB^L25,EBBSO,,
Bodegas y Vinedos de la Concepcion SA,52BVCNU.VB^L25,,,
Empresa Electrica ENDE Corani SA,52CORNU.VB^L25,,,
Distribuidora de Electricidad ENDE DEORURO SA,52EEONU.VB^L25,,,
Ferroviaria Oriental SA,52EFONU.VB^L25,,,
Empresa de Luz y Fuerza Electrica Cochabamba SA,52ELFNU.VB^L25,,,
Distribuidora de Electricidad La Paz SA Delapaz,52ELPNU.VB^L25,,,
YPFB Andina SA,52EPANU.VB^L25,,,
Banco Fortaleza SA,52FFONU.VB^L25,EBFFO,,
Empresa Electrica Ende Guaracachi SA,52GUANU.VB^L25,EBGUA,,
Sociedad Hotelera los Tajibos SA,52HLTNU.VB^L25,,,
Banco de Desarrollo Productivo SAM,52NFBNB.VB^L25,EBNFB,,
Nacional Seguros Vida y Salud SA,52NSPNU.VB^L25,EBNSP,,
Empresa Petrolera YPFB Chaco SA,52PCHNU.VB^L25,,,
Tigre SA Tubos Conexiones y Cables,52PLRNU.VB^L25,PLASMA,,
Seguros Provida SA,52PRSNU.VB^L25,EBPRS,,
Almacenes Internacionales SA,52RAINU.VB^L25,,,
Sociedad Boliviana de Cemento SA,52SBCNU.VB^L25,,,
Seguros Illimani SA,52SISNU.VB^L25,EBSIS,,
YPFB Transporte SA,52TRDNU.VB^L25,EBTRD,,
ENDE Valle Hermoso SA,52VAHNU.VB^L25,,,
Nodechain Inc,NODC.PK^E25,,,
Banco Internacional SA,BINT.SN,BINT,,
Caixa Seguridade Participacoes SA,CXSE3.SA,,,
IRB-Brasil Resseguros SA,IRBR3.SA,IRBRC,,
Riwi Corp,RIWI.V,,,
Financiera TFC SA en Liquidacion,TFC2.LM^C17,FINTF,,
Cayman Engley Industrial Co Ltd,2239.TW,CYMEN,,
Apollo Healthcare Corp (Pre-Merger),AHC.TO^A22,AHC,,
Renesas Design US Inc,IOTS.OQ^F20,NECELR,,
Healthy Extracts Inc,HYEX.PK,,,
Hostess Parent LLC,TWNK.OQ^K23,SJMHS,,
Balance Labs Inc,BLNC.PK,,,
Trinidad and Tobago NGL Ltd,NGL.TTB,,,
Makamer Holdings Inc,HWIN.PK,,,
Chevron Midstream Holdings LLC,NBLX.OQ^E21,CVXCV,,
Jinan Acetate Chemical Co Ltd,4763.TW,JATTC,,
RLH Properties SAB de CV,RLHA.MX,RLHA,,
Crecer Seguros SA Compania de Seguros,CRECERC1.LM,,,
Estre Ambiental Inc,ESTRF.PK,ESTRF,,
Sealand Capital Galaxy Ltd,SCGL.L,,,
RiverNorth Opportunities Fund Inc,RIV.N,RIV,,
Empresas Lipigas SA,LIPIGAS.SN,LIPIG,,
Hycroft Mining Corp,HYCT.PK^F20,ANVGQ,,
Zoompass Holdings Inc (Pre-Reincorporation),ZPAS.PK,,,
Banco Amazonas SA,AMD.GQ,,,
Banco Bolivariano CA,BLD.GQ,,,
Banco Pichincha CA,PCD.GQ,PCDX,,
Banco de la Produccion SA,PRE.GQ,PRE,,
Banco Solidario SA,SLA.GQ,SLAX,,
Cerveceria Nacional CN SA,CNC.GQ,,,
Conjunto Clinico Nacional CONCLINA CA,CNA.GQ,,,
Corporacion de Desarrollo de Mercado Secundario de Hipotecas CTH SA,CHP.GQ,,,
Corporacion Favorita CA,SLU.GQ,SLU,,
Holcim Ecuador SA,HLE.QU,HLEX,,
Hotel Colon Internacional CA,HCD.GQ,,,
Inversancarlos SA,ISC.GQ,,,
Sociedad Agricola e Industrial San Carlos SA,SCD.GQ,,,
Peakbirch Commerce Inc,PKB.CD^A26,,,
American Education Center Inc,AMCT.PK,,,
Beleave Inc,BLEVF.PK,,,
La Comer SAB de CV,LACOMERUBC.MX,LACOX,,
Auren Participacoes SA,AESB3.SA^K24,AESBC,,
Western Investment Company of Canada Ltd,WI.V,WI,,
Daito Me Holdings Co Ltd,8455.TWO,DATME,,
Odd Burger Corp,ODD.V,,,
Astellas Gene Therapies Inc,BOLD.OQ^A20,,,
BRQ Solucoes em Informatica SA,BRQB3.SA,BRQBC,,
Novartis Gene Therapies Inc,AVXS.OQ^E18,,,
Gaucho Group Holdings Inc,VINO.PK,,,
Innovation1 Biotech Inc,IVBT.PK,,,
Old API Wind-Down Ltd,ARLZQ.PK^E19,ARLZQ,,
BorrowMoney.com Inc,BWMY.PK,,,
KBS Growth & Income Reit Inc,KBSG.PK^B25,,,
FUTR Corp,FTRC.V,,,
Primary Bank,PRMY.PK,PRIYB,,
Prophecy DeFi Inc,PDFI.CD,PDFI,,
GEM Services Inc,6525.TW,,,
Formula One Group,FWONA.OQ,,,
Avla Peru Compania de Seguros SA,AVLASGC1.LM,,,
Liquid Avatar Technologies Inc,LQID.CD,,,
PZ Wind Down Inc,PZRXQ.PK,,,
Victory Square Technologies Inc,VST.CD,,,
Lake Area Corn Processors LLC,LKCRU.PK,,,
Advanced BioEnergy LLC,ABENU.PK,ABENU,,
Havanna Holding SA,HAVAm.BA,HVNNA,,
Grapefruit USA Inc,GPFT.PK,,,
Planigrupo Latam SAB de CV,PLANI.MX,PLANI,,
Tornado Infrastructure Equipment Ltd,TGH.V^L25,,,
FGL Holdings Inc,FG.N^F20,FNFHG,,
Telesites SAB de CV,SITESB1.MX^C22,TELSC,,
Billerud Americas Corp,VRS.N^C22,BILAE,,
Deveron Corp,FARMh.V,,,
Ironrock Insurance Company Ltd,ROC.JS,,,
Antiaging Quantum Living Inc,AAQL.PK,,,
Rithum Holdings Inc,CHUBA.OQ^E18,GRDANR,,
Anonymous Intelligence Company Inc,ANON.CD,,,
Strategic Realty Trust Inc,SGIC.PK,SGIC,,
Eppley Ltd,EPLY.JS,,,
Cayman Golden Century Wheel Group Ltd,900280.KQ^A25,CGCWG,,
Vicuna Canada Inc,FIL.TO^A25,,,
Infrastructure and Energy Alternatives Inc,IEA.OQ^J22,IEA,,
Allianca Saude e Participacoes SA,AALR3.SA,AALRC,,
CTC Centro de Tecnologia Canavieira SA,CTCA3.SA,,,
Perk Labs Inc,PERK.CD^H25,,,
Fragrant Prosperity Holdings Ltd,FPP.L,,,
Omnia Wellness Inc,OMWS.PK,,,
Coaster International Co Ltd,2936.TW^F22,,,
On Semiconductor Connectivity Solutions Inc,QTNA.OQ^F19,ONONSM,,
GPO Plus Inc,GPOX.PK,,,
Englewood Lab Inc,950140.KQ,,,
Fideicomiso numero F/1110,FPLUS16.MX,,,
Brazos Valley Longhorn LLC,WRD.N^B19,CSAABZ,,
SIQ Mountain Industries Inc,SIQh.V,,,
Presidio Inc (Delaware),PSDO.OQ^L19,BCPOHP,,
Yorkton Equity Group Inc,YEG.V,,,
Strong H Machinery Technology (Cayman) Inc,4560.TW,STRNH,,
Truenorth Quantum Inc,URYL.PK,,,
GetSwift Ltd,GSW.AX^A21,,,
Instituto Hermes Pardini SA,PARD3.SA^E23,PARDC,,
Tech Central Inc,TCHC.PK,,,
Helios Fairfax Partners Corp,HFPCu.TO,FFHHFP,,
Preveceutical Medical Inc,PREV.CD,,,
Fossal SAA,FOSSALC1.LM,,,
Naturgy Chile Gas Natural SA,NTGCLGAS.SN,CGEGA,,
Movida Participacoes SA,MOVI3.SA,MOVIC,,
Becle SAB de CV,CUERVO.MX,CUERV,,
"InnerScope Hearing Technologies, Inc.",INND.PK,,,
Duo World Inc,DUUO.PK,,,
Foundation Building Materials Inc,FBM.N^A21,ASPFMB,,
Mountain Commerce Bancorp Inc,MCBI.PK,MCBI,,
Banco BTG Pactual SA,BPAC11.SA,BPACC,,
PPLA Participations Ltd,PPLA11.SA,PPLAA,,
Azzaro Trading SA,AZZAROC1.LM,,,
Antilia Group Corp,AGGG.PK,,,
Apollo Asset Management Inc,AAM_pa.N^I23,APOAP,,
Pressburg LLC,ROAN.N^L19,CITEOR,,
Northern Drilling Ltd,NODL.OL^D24,GREHIN,,
Kuya Silver Corp,KUYA.CD,,,
Yanmar Compact Equipment North America Inc,ASV.OQ^I19,YANAMY,,
Tinybeans Group Ltd,TNY.AX,,,
HORNG SHIUE HOLDING Co Ltd,2243.TW,HRSUG,,
HY Electronic (Cayman) Ltd,6573.TW,HELEO,,
Squatex Energy and Ressources Inc,SQX.CD,,,
Healthlynked Corp,HLYK.PK,,,
IDP Holdings (USA) Corp,INSD.PK,,,
Safehold Inc(Pre-Merger),SAFE.N^C23,STARSD,,
Universal Ibogaine Inc,IBO.V,,,
Waverley Pharma Inc,WAVE.V,,,
ConvergeOne Holdings Inc,CVON.OQ^A19,PVKGTC,,
Forward Water Technologies Corp,FWTC.V,,,
Bolsas y Mercados Argentinos SA,BYMAm.BA,BYMA,,
Amplify Energy Corp (Pre-Merger),AMPY.PK^H19,AMPYFF,,
CryptoStar Corp,CSTR.V,,,
LottoGopher Holdings Inc,LTTGF.PK,,,
Bagger Dave's Burger Tavern Inc,BDVB.PK,,,
PKM Canada Ltd,KML.TO^L19,PPLMD,,
Forge Innovation Development Corp,FGNV.PK,,,
Blue Apron Holdings Inc,APRN.OQ^K23,WONGRB,,
Molinos Agro SA,MOLAm.BA,MOLA,,
FFI Holdings Ltd,FFIF.L^H19,FFIHD,,
Nanalysis Scientific Corp,NSCI.V,,,
California Bancorp (Pre-Merger),CALB.OQ^H24,CALBN,,
Greater Cannabis Company Inc,GCAN.PK,,,
Empresa Regional de Servicio Publico de Electricidad Electro Norte Medio SA,CSPHIDA2.LM^L23,,,
Berry Corporation (Bry),BRY.OQ^L25,BRY,,
Federal Street Acquisition Corp,FSACU.OQ^A19,AGTIFE,,
Quarta-Rad Inc,QURT.PK,,,
Buzz Capital Inc,BUZp.V,,,
Empresas Tricot SA,TRICOT.SN,,,
Pure Harvest Corporate Group Inc,PHCG.PK,,,
DTech Liquidating Inc,DMTKQ.PK^H25,,,
CannTrust Holdings Inc,CNTTQ.PK^B26,,,
Cablevision Holding SA,CVHm.BA,CVH,,
Vivic Corp,VIVC.PK,,,
EarthLabs Inc,SPOT.V,,,
Jack Nathan Medical Corp,JNH.V,,,
Electric Royalties Ltd,ELEC.V,,,
Inmobiliaria Manquehue SA,MANQUEHUE.SN,,,
Grupo Traxion SAB de CV,TRAXIONA.MX,TRAXI,,
Camil Alimentos SA,CAML3.SA,CAMLC,,
Big Pharma Split Corp,PRM.TO,PRM,,
Astron Connect Inc,AST.V,,,
Green Rise Foods Inc.,GRF.V,,,
Marvell Aquantia US LLC,AQ.N^I19,,,
Auxico Resources Canada Inc,AUAG.CD,,,
Seapeak LLC,SEAL_pb.N,SEAL,,
Smiles Fidelidade SA,SMLS3.SA^F21,SMYLS,,
Curo Oldco LLC,CUROQ.PK^G24,CUROD,,
Kolon TissueGene Inc,950160.KQ,,,
Kindcard Inc,KCRD.PK,,,
Loma Negra Compania Industrial Argentina SA,LOMAm.BA,LOMA,,
UIL Finance Ltd,UTLGUo.L^K24,,,
Boku Inc,BOKU.L,,,
GMexico Transportes SAB de CV,GMXT.MX^A26,GMEXIG,,
Credible Labs Inc,CRD.AX^J19,,,
eXeBlock Technology Corp,XBLKx.CD,,,
Blau Farmaceutica SA,BLAU3.SA,BLAUC,,
Lanebury Growth Capital Ltd,LLL.CD,,,
Industrial Logistics Properties Trust,ILPT.OQ,ILPT,,
Priner Servicos Industriais SA,PRNR3.SA,PRNRC,,
Collingwood Resources Corp,COLLp.V,,,
2020 Bulkers Ltd,20202.OL,BOBKS,,
Zamp SA,ZAMP3.SA^L25,ZAMPC,,
First Choice Bancorp (California) (Pre-Merger),FCBP.OQ^G21,FCBP,,
Webstar Technology Group Inc,WBSR.PK,,,
RIV Capital Inc (Pre-Merger),RIV.CD^L24,,,
Salmones Camanchaca SA,SALMOCAM.SN,,,
Entheon Biomedical Corp,ENBI.CD,,,
Portland JSX Ltd,PJX.JS,,,
Neptune Digital Assets Corp,NDA.V,NDA,,
Adorbs Inc,ADOB.PK^G25,,,
PesoRama Inc,PESO.V,PESOX,,
Highwood Asset Management Ltd,HAM.V,HAM,,
Smartfit Escola de Ginastica e Danca SA,SMFT3.SA,SMFTC,,
Wildpack Beverage Inc,CANS.V,CANS,,
Hapvida Participacoes e Investimentos SA,HAPV3.SA,HAPVC,,
Real Luck Group Ltd,LUCKh.V^L25,,,
INC Empreendimentos Imobiliarios SA,INNC3.SA,,,
Statehouse Holdings Inc,STHZ.CD^F25,,,
Bitcoin Well Inc,BTCW.V,BTCW,,
Intellabridge Technology Corp,KASH.CD,,,
Fact Inc,FCTI.PK,,,
Turnium Technology Group Inc,TTGI.V,,,
Polarean Imaging Ltd,POLX.L^L25,,,
Cognetivity Neurosciences Ltd,CGN.CD^E25,,,
Nerds On Site Inc,NERD.CD,,,
Pineapple Express Cannabis Co,PNXP.PK,,,
Pine Trail Real Estate Investment Trust,PINE_u.V,,,
nDatalyze Corp,NDAT.CD,,,
Appliqate Inc,APQT.PK,,,
Brookfield Oaktree Holdings LLC,OAK_pa.N,OAK,,
SMTA Liquidating Trust,SMTA.N^A20,,,
Charbone Hydrogen Corp,CH.V,,,
Kisses From Italy Inc,KITL.PK,,,
Carespan Health Inc,CSPN.V,,,
Minto Apartment Real Estate Investment Trust,MI_u.TO,,,
Endeavor Bank,EDVR.PK,EDVR,,
Pathfinder Ventures Inc,RV.V,,,
Boardwalktech Software Corp,BWLK.V,BWLK,,
Sixty Six Capital Inc,SIX.CD,,,
Red White & Bloom Brands Inc,RWB.CD,,,
Planet 13 Holdings Inc,PLTH.CD,PLNH,,
RW Homes Corp,LSEA.OQ^F25,NWPORM,,
Happy Belly Food Group Inc,HBFG.CD,,,
Plaza SA,MALLPLAZA.SN,MALLP,,
Infinity Bank,INFT.PK,INFT,,
NowVertical Group Inc,NOW.V,NOWX,,
Greenlane Renewables Inc,GRN.TO,GRN,,
CNB Bank,CNBN.PK^C26,CNBN,,
Sygnus Credit Investments Ltd,SCIJMD.JS,,,
1911 Gold Corp,AUMB.V,,,
Rattler Midstream LP,RTLR.OQ^H22,RTLR,,
Sysorex Inc,SYSX.PK,SYSX,,
Colombia Telecomunicaciones SA ESP BIC,CTE.CN,CTEX,,
Bank of San Francisco,BSFO.PK,BSFO,,
Teo Foods Inc,TEOF.PK^G25,,,
NAPC Defense Inc,BLIS.PK,,,
GGP Retail LLC,BPYU.OQ^G21,BPYPRE,,
Livent Corp,LTHM.N^A24,RIOXLV,,
,LTHM.N^A24,,,
,LTHM.N^A24,,,
Surveymonkey Global Inc,MNTV.OQ^F23,SUYNK,,
"Medalist Diversified, Inc",MDRR.OQ,MDRR,,
TRUBAR Inc,TRBR.V^B26,,,
Shining Victory Motor Electronic Co Ltd,2248.TW,,,
Canna 8 Investment Trust,RCRp.V,,,
Australis Capital Inc,AUSA.CD^E25,,,
Vynleads Inc,VYND.PK,,,
Signature Bank of Georgia,SGBG.PK^A26,SGBG,,
Euro Manganese Inc,EMN.V,,,
OFS Credit Company Inc,OCCI.OQ,OCCI,,
Pratica Produtos SA,PTCA3.SA,,,
Rubicon Organics Inc,ROMJ.V,,,
Federal Life Group Inc (Pre-Reincorporation),FLFG.PK^A26,FDLEGE,,
Better Plant Sciences Inc,PLNTx.CD^E25,,,
Mineral Road Discovery Inc,ROAD.CD,,,
Betterware de Mexico SAPI de CV,BWMX.N,BWMX,,
TriSummit Utilities Inc,ACI.TO^D20,TRCYTU,,
Rivernorth Opportunistic Municipal Income Fund Inc,RMI.N,,,
TGS Esports Inc,TGSh.V,,,
Banxa Holdings Inc,BNXA.V^A26,,,
Nextech3D.AI Corp,NTAR.CD,,,
Sociedad Punta del Cobre SA,PUCOBRE.SN,PUCOB,,
CleanGo Innovations Inc,CGII.CD,,,
Susglobal Energy Corp,SNRG.PK,,,
Buzz Capital 2 Inc,BUZHp.V,,,
Agrios Global Holdings Ltd,AGGHF.PK,,,
Smartset Services Inc,SMARp.V,,,
Fahey Banking Co,FAHE.PK,FAHE,,
Revasum Inc,RVS.AX^H24,,,
Avenir LNG Ltd,AVENIR.NFF^D25,,,
Expertia Travel SA,EXPERTC1.LM,,,
Plurilock Security Inc,PLUR.V,,,
Castlebar Capital Corp,CBARp.V,,,
Spacefy Inc,SPFY.CD,,,
San Neng Group Holdings Co Ltd,6671.TW,,,
Zoyo Ltd,ZOYO.L,,,
Stardust Solar Energy Inc,SUN.V,,,
Drummond Ventures Corp,DVXp.V,,,
Premier Health of America Inc,PHA.V,,,
Log Commercial Properties e Participacoes SA,LOGG3.SA,LOGGC,,
Refineria La Pampilla SAA,REL_r.LM^A19,REPA,,
