Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
Ampco-Pittsburgh Corp,AP.N,APXXX,1613.0,AMPCO-PITTSBURGH CORP
Jack Henry & Associates Inc,JKHY.OQ,JKHY,11811.0,HENRY (JACK) & ASSOCIATES
California First Leasing Corp,CFNB.PK,CFNB,13289.0,CALIFORNIA FIRST LEASNG CORP
AMREP Corp,AXR.N,AXR,1618.0,AMREP CORP
Hercules LLC,HPC.N^K08,ASHHE,,
Amsouth BanCorp,ASO.N^K06,RFAMS,,
Heritage Financial Corp,HFWA.OQ,HFWA,66285.0,HERITAGE FINANCIAL CORP
Zix Corp,ZIXI.OQ^L21,ZIXI,16531.0,ZIX CORP
Amtech Systems Inc,ASYS.OQ,ASYS,8864.0,AMTECH SYSTEMS INC
ZoomAway Technologies Inc,ZMA.V,,107487.0,ZOOMAWAY TECHNOLOGIES INC
Heroux Devtek Inc,HRX.TO^B25,HRUDV,15050.0,HEROUX-DEVTEK INC
Hershey Co,HSY.N,HSY,5597.0,HERSHEY CO
Anadarko Petroleum Corp,APC.N^H19,OXYAP,11923.0,ANADARKO PETROLEUM CORP
HP Inc,HPQ.N,HPQ,5606.0,HP INC
Hexcel Corp,HXL.N,HXL,5608.0,HEXCEL CORP
Analog Devices Inc,ADI.OQ,ADI,1632.0,ANALOG DEVICES INC
Analogic Corp,ALOG.OQ^F18,ANGDPA,1633.0,ANALOGIC CORP
Crawford United Corp,CRAWA.PK^B26,SPXCR,5621.0,CRAWFORD UNITED CORP
Andrea Electronics Corp,ANDR.PK,ANDRX,1650.0,ANDREA ELECTRONICS CORP
Andrew Peller Ltd,ADWa.TO,ADW,15000.0,ANDREW PELLER LTD
CommScope Technologies LLC,ANDW.OQ^A08,VISNO,31775.0,AUTOSCOPE TECHNOLOGIES CORP
Safehold Inc,SAFE.N,SAFE,31958.0,SAFEHOLD INC
Hill-Rom Holdings Inc,HRC.N^L21,HRC,5639.0,HILL-ROM HOLDINGS INC
Hingham Institution For Savings,HIFS.OQ,HIFS,16967.0,HINGHAM INSTN FOR SAVINGS
Accelerate Diagnostics Inc,AXDXQ.PK^H25,AXDX,21118.0,ACCELERATE DIAGNOSTICS INC
TOR Minerals International Inc,TORM.PK,TORMX,105634.0,TESORO MINERALS CORP
HF Sinclair Corp,DINO.N,DINO,5667.0,HF SINCLAIR CORP
Hologic Inc,HOLX.OQ,HOLX,20904.0,HOLOGIC INC
Homasote Co,HMTC.PK,HMTC,,
Home Capital Group Inc,HCG.TO^I23,SIFIIH,20487.0,HOME CAPITAL GROUP INC -CL B
Home Depot Inc,HD.N,HD,5680.0,HOME DEPOT INC
AT Topco Inc,ANN.N^H15,MAHBRA,,
Rexam Ltd,REX.L^G16,BLLRM,2338.0,REXAM PLC
First United Corp,FUNC.OQ,FUNC,18358.0,FIRST UNITED CORP
Meritage Homes Corp,MTH.N,MTH,14790.0,MERITAGE HOMES CORP
Apogee Enterprises Inc,APOG.OQ,APOG,1686.0,APOGEE ENTERPRISES INC
HNI Corp,HNI.N,HNI,5690.0,HNI CORP
Hooper Holmes Inc,HPHWQ.PK^B19,HOOHO,5697.0,HOOPER HOLMES INC
Hormel Foods Corp,HRL.N,HRL,5709.0,HORMEL FOODS CORP
Starwood Hotels & Resorts Worldwide LLC,HOT.N^I16,MARHOW,5723.0,STARWOOD HOTELS&RESORTS WRLD
CenterPoint Energy Inc,CNP.N,CNP,5742.0,CENTERPOINT ENERGY INC
Hovnanian Enterprises Inc,HOV.N,HOV,4759.0,FLANIGANS ENTERPRISES INC
ICAD Inc,ICAD.OQ^G25,ICADX,12874.0,ICAD INC
Hubbell Inc,HUBB.N,HUBB,5764.0,HUBBELL INC
Applied Materials Inc,AMAT.OQ,AMAT,1704.0,APPLIED MATERIALS INC
Enerpac Tool Group Corp,EPAC.N,EPAC,1706.0,ENERPAC TOOL GROUP CORP
Humana Inc,HUM.N,HUM,27914.0,HUMANA INC
Crown Point Energy Inc,CWV.V,CWV,105646.0,CROWN POINT ENERGY INC
J B Hunt Transport Services Inc,JBHT.OQ,JBHT,5783.0,HUNT (JB) TRANSPRT SVCS INC
Arctic Cat Inc,ACAT.OQ^C17,TXTAR,22461.0,ARCTIC CAT INC
Huntington Bancshares Inc,HBAN.OQ,HBAN,5786.0,HUNTINGTON BANCSHARES
VVC Exploration Corp,VVC.V,,106610.0,REV EXPLORATION CORP
Hurco Companies Inc,HURC.OQ,HURC,30450.0,EURO GROUP OF COMPANIES INC
Hutchinson Technology Inc,HTCH.OQ^J16,TDKCRO,5791.0,HUTCHINSON TECHNOLOGY INC
Sprott Focus Trust Inc,FUND.OQ,FUND,17280.0,SPROTT FOCUS TRUST INC
Torex Gold Resources Inc,TXG.TO,TXG,27519.0,TOREX GOLD RESOURCES INC
Ark Restaurants Corp,ARKR.OQ,ARKR,11872.0,ARK RESTAURANTS CORP
Armanino Foods Of Distinction Inc,AMNF.PK,AMNF,21506.0,ARMANINO FOODS DISTINCTION
Biogen Inc,BIIB.OQ,BIIB,24468.0,BIOGEN INC
Aecon Group Inc,ARE.TO,AREX,19987.0,AECON GROUP INC
Micron Solutions Inc,MICR.PK,MICR,22144.0,MICRON SOLUTIONS INC
Arrow Electronics Inc,ARW.N,ARW,1773.0,ARROW ELECTRONICS INC
Arrow Financial Corp,AROW.OQ,AROW,16668.0,ARROW FINANCIAL CORP
Art's Way Manufacturing Co Inc,ARTW.OQ,ARTWX,,
Asbestos Corp Ltd,ABh.V,ABXX,1790.0,ASBESTOS CORP LTD
Bonavista Energy Corp (Pre-Merger),BNP.TO^H20,BONVI,,
Cambria Gold Mines Inc,CAMB.V,CAMB,105435.0,CAMBRIA GOLD MINES INC
Ashland Inc,ASH.N,ASH,1794.0,ASHLAND INC
IEH Corp,IEHC.PK,IEHC,5932.0,IEH CORP
VJGJ Inc,TLGTQ.PK^G22,VJGJ,,
Dine Brands Global Inc,DIN.N,DIN,24291.0,DINE BRANDS GLOBAL INC
Sanara Medtech Inc,SMTI.OQ,,23623.0,SANARA MEDTECH INC
Enservco Corp,ENSV.PK,ENSV,185323.0,ENSERVCO CORP
Associated Banc-Corp,ASB.N,ASB,11842.0,ASSOCIATED BANC-CORP
Astec Industries Inc,ASTE.OQ,ASTE,12262.0,ASTEC INDUSTRIES INC
Astral Media Inc,ACMa.TO^G13,BCEST,15088.0,ASTRAL MEDIA INC  -CL A
AstroNova Inc,ALOT.OQ,ALOT,1820.0,ASTRONOVA INC
Astronics Corp,ATRO.OQ,ATRO,1823.0,ASTRONICS CORP
Atco Ltd,ACOx.TO,ACO,1828.0,ATCO LTD
HYTN Innovations Inc,HYTN.CD,,143979.0,H2O INNOVATION INC
AirBoss of America Corp,BOS.TO,BOSXX,20525.0,AIRBOSS OF AMERICA CORP
Idacorp Inc,IDA.N,IDAX,5870.0,IDACORP INC
Southern Company Gas,GAS.N^G16,SOSUT,1837.0,SOUTHERN CO GAS
IDEX Corp,IEX.N,IEX,15267.0,IDEX CORP
Atlantic American Corp,AAME.OQ,AAME,16671.0,ATLANTIC AMERICAN CORP
IDEXX Laboratories Inc,IDXX.OQ,IDXX,61745.0,IMPAX LABORATORIES INC
Atmel Corp,ATML.OQ^D16,MCHPA,23767.0,ATMEL CORP
Atmos Energy Corp,ATO.N,ATO,4383.0,ATMOS ENERGY CORP
Unisync Corp,UNI.TO,,106551.0,UNISYNC CORP
Illinois Tool Works Inc,ITW.N,ITW,5878.0,ILLINOIS TOOL WORKS
LifeMD Inc,LFMD.OQ,LFMD,25472.0,LIFEMD INC
ImmuCell Corp,ICCC.OQ,ICCC,13235.0,IMMUCELL CORP
Atwood Oceanics LLC,ATW.N^J17,EFEFAO,1860.0,ATWOOD OCEANICS
ImmunoGen Inc,IMGN.OQ^B24,ABBVI,17101.0,IMMUNOGEN INC
Panera Bread Co,PNRA.OQ^G17,ANATEN,24113.0,PANERA BREAD CO
VOXX International Corp,VOXX.OQ^D25,GNTXVI,13354.0,VOXX INTERNATIONAL CORP
REX American Resources Corp,REX.N,REXXX,1864.0,REX AMERICAN RESOURCES CORP
Aurizon Mines Ltd (Pre-Merger),ARZ.TO^F13,HLAUR,,
Autodesk Inc,ADSK.OQ,ADSK,1878.0,AUTODESK INC
Imperial Metals Corp,III.TO,IIIXX,20500.0,IMPERIAL METALS CORP
Immunomedics Inc,IMMU.OQ^J20,GILDIM,5902.0,IMMUNOMEDICS INC
Automatic Data Processing Inc,ADP.OQ,ADPX,1891.0,AUTOMATIC DATA PROCESSING
Autozone Inc,AZO.N,AZO,23809.0,AUTOZONE INC
AV Homes Inc,AVHI.OQ^J18,TMHCE,1906.0,A V HOMES INC
Avery Dennison Corp,AVY.N,AVY,1913.0,AVERY DENNISON CORP
Independence Holding Co,IHC.N^B22,IHC,17131.0,INDEPENDENCE HOLDING CO
Independent Bank Corp (Massachusetts),INDB.OQ,INDB,,
Avino Silver & Gold Mines Ltd,ASM.TO,,13400.0,AVINO SILVER & GOLD MINS LTD
Independent Bank Corp (Michigan),IBCP.OQ,IBCP,16889.0,INDEPENDENT BANK CORP/MA
Avnet Inc,AVT.OQ,AVT,1919.0,AVNET INC
Yangarra Resources Ltd,YGR.TO,YGR,165554.0,YANGARRA RESOURCES LTD
BCE Inc,BCE.TO,BCE,2137.0,BCE INC
Alpha Pro Tech Ltd,APT.A,APTXX,62072.0,ALPHA PRO TECH LTD
DPM Metals Inc,DPM.TO,DPM,20007.0,DPM METALS INC
BJ Services Company LLC,BJS.N^D10,BKRKHS,126474.0,BOYD GROUP SERVICES INC
Catamaran Corp,CCT.TO^G15,UNHOTC,31616.0,CATAMARAN CORP
Ingles Markets Inc,IMKTA.OQ,IMKTA,12972.0,INGLES MARKETS INC  -CL A
BMTC Group Inc,GBT.TO,,64686.0,BMTC GROUP INC
Nomad Royalty Company Ltd,NSR.TO^H22,SSLNO,36537.0,NOMAD ROYALTY COMPANY LTD
BP Prudhoe Bay Royalty Trust,BPPTU.PK^J25,BMIX,15350.0,BP PRUDHOE BAY ROYALTY TRUST
BRE Properties Inc,BRE.N^D14,ESSRPO,2025.0,BRE PROPERTIES INC
Onenergy Inc,OEGh.V,OEGX,106877.0,ONENERGY INC
BRT Apartments Corp,BRT.N,BRT,1949.0,BRT APARTMENTS CORP
"Bloomia Holdings, Inc",TULP.OQ,TULP,24204.0,BLOOMIA HOLDINGS INC
ION Geophysical Corp,IOGPQ.PK^I22,IONGE,23810.0,ION GEOPHYSICAL CORP
Repsol Oil & Gas Canada Inc (PRE-MERGER 1),TLM.TO^E15,REPRSG,,
BMC Software Inc,BMC.OQ^I13,KKRCRE,14650.0,BMC SOFTWARE INC
Azuria Water Solutions Inc,AEGN.OQ^E21,CARTMA,39726.0,ARIS WATER SOLUTIN INC
AZZ Inc,AZZ.N,AZZ,1926.0,AZZ INC
Thermogenesis Holdings Inc,THMO.PK,THMO,13794.0,THERMOGENESIS HOLDINGS INC
Insteel Industries Inc,IIIN.N,IIIN,4498.0,INSTEEL INDUSTRIES
Griffon Corp,GFF.N,GFFX,5987.0,GRIFFON CORP
CoreCard Corp,CCRD.N^J25,ACCRD,6013.0,CORECARD CORP
Centric Brands LLC,CTRCQ.PK^J20,CTRCB,26863.0,CENTRIC BRANDS INC
Integrated Device Technology Inc,IDTI.OQ^D19,NECELI,6003.0,INTEGRATED DEVICE TECH INC
Intel Corp,INTC.OQ,INTC,6008.0,INTEL CORP
Badger Meter Inc,BMI.N,BMI,1968.0,BADGER METER INC
BKF Capital Group Inc,BKFG.PK,BKFGX,146734.0,BKF CAPITAL GROUP INC
Baker Hughes Co,BKR.OQ,BKR,1976.0,BAKER HUGHES INC
Baker Hughes Co,BKR.OQ,BKR,32106.0,BAKER HUGHES CO
Inter-Rock Minerals Inc,IRO.V,,21875.0,INTER-ROCK MINERALS INC
Balchem Corp,BCPC.OQ,BCPC,,
Protective Insurance Corp,PTVCB.OQ^F21,PTVCB,1982.0,PROTECTIVE INSURANCE CORP
Ball Corp,BALL.N,BLL,1988.0,BALL CORP
Interface Inc,TILE.OQ,TILEX,6034.0,INTERFACE INC
InterGroup Corp,INTG.OQ,INTG,7632.0,INTERGROUP CORP
Bank of Hawaii Corp,BOH.N,BOH,2005.0,BANK OF HAWAII CORP
Cadence Bank,CADE.N^B26,BTOO,14219.0,CADENCE BANK
Bancroft Fund Ltd,BCV.A,BCV,14659.0,BANCROFT FUND LTD
International Business Machines Corp,IBM.N,IBM,6066.0,INTL BUSINESS MACHINES CORP
Polycom LLC,PLCM.OQ^I16,PLTXPO,62730.0,POLYCOM INC
HAL Trust,HLAN.AS,HLANY,,
RENN Fund Inc,RCG.A,RCGX,,
Bank of Montreal,BMO.TO,BMO,15580.0,BANK OF MONTREAL
Bank of New York Mellon Corp,BK.N,BK,2019.0,BANK OF NEW YORK MELLON CORP
Leagold Mining Corp,LMC.TO^C20,LMC,106141.0,LEAGOLD MINING CORP
Bank of South Carolina,BKSC.PK,BKSC,17641.0,BANK SOUTH CAROLINA CORP
Popular Inc,BPOP.OQ,BPOP,2002.0,POPULAR INC
International Flavors & Fragrances Inc,IFF.N,IFF,6078.0,INTL FLAVORS & FRAGRANCES
Broad Street Realty Inc,BRST.PK,BRST,,
Interfor Corp,IFP.TO,IFP,15038.0,INTERFOR CORP
Aris Mining Corp,ARIS.TO,GCM,185448.0,ARIS MINING CORP
International Game Technology,IGT.N^D15,GIGIN,21876.0,AMJ GLOBAL TECHNOLOGY
Sykes Enterprises Inc,SYKE.OQ^H21,SYKE,62732.0,SYKES ENTERPRISES INC
InterDigital Inc,IDCC.OQ,IDCC,6100.0,INTERDIGITAL INC
Tupperware Brands Corp,TUPBQ.PK^F25,TUPPR,62897.0,TUPPERWARE BRANDS CORP
International Paper Co,IP.N,IP,113140.0,PACER INTERNATIONAL INC
Prism Resources Inc,PRSh.V,,186130.0,PRETIUM RESOURCES INC
World Kinect Corp,WKC.N,WKC,12471.0,WORLD KINECT CORP
Infineon Technologies Americas Corp,IRF.N^A15,IFXGIT,132740.0,INFINEON TECHNOLOGIES AG
Global Crossing Airlines Group Inc,JET.NLB,,,
Rail Ferry Investment Holdings Inc,ISHCQ.PK^G17,ARNDPR,,
Westbridge Renewable Energy Corp.,WEB.V,WEB,39049.0,WESTBRIDGE RENWBLE ENRG CORP
C R Bard Inc,BCR.N^L17,BDXCB,2044.0,BARD (C.R.) INC
Barnes Group Inc,B.N^A25,GOATHB,2049.0,BARNES GROUP INC
Barnwell Industries Inc,BRN.A,BRNX,2052.0,BARNWELL INDUSTRIES
Barr Pharmaceuticals Inc,BRL.N^L08,TEVAUB,37495.0,ARS PHARMACEUTICALS INC
UPD Holding Corp,UPDC.PK,UPDC,23404.0,UPD HOLDING CORP
Enbridge Inc,ENB.TO,ENB,6135.0,ENBRIDGE INC
Interpublic Group of Companies Inc,IPG.N^K25,IPG,6136.0,INTERPUBLIC GROUP OF COS
Earthstone Energy Inc,ESTE.N^K23,ESTE,22671.0,EARTHSTONE ENERGY INC
Invacare Corp,IVCRQ.PK^E23,INCARI,6158.0,INVACARE CORP
Bassett Furniture Industries Inc,BSET.OQ,BSET,2080.0,BASSETT FURNITURE INDS
Inventronics Ltd,IVX.V,,20523.0,INVENTRONICS LTD
Bausch & Lomb Inc,BOL.N^J07,VRXBL,40605.0,BAUSCH & LOMB CORP
Baxter International Inc,BAX.N,BAX,2086.0,BAXTER INTERNATIONAL INC
IGM Financial Inc,IGM.TO,IGM,14333.0,IGM FINANCIAL INC
Investors Title Co,ITIC.OQ,ITIC,14401.0,INVESTORS TITLE CO
B/E Aerospace Inc,BEAV.OQ^D17,UTXRCB,21487.0,B/E AEROSPACE INC
Bear Stearns Companies LLC,BSC.N^F08,JPMBS,,
Applied Industrial Technologies Inc,AIT.N,AIT,2101.0,APPLIED INDUSTRIAL TECH INC
Alaska Energy Metals Corp,AEMC.V,,140207.0,ALASKA ENERGY METALS CORP
Intrepid Capital Corp,ITPC.PK,ITPC,121154.0,PINETREE CAPITAL LTD
Becker Milk Co Ltd,BEKb.TO,,15098.0,BECKER MILK CO LTD  -CL B
Beckman Coulter Inc,BEC.N^F11,DHRBE,15106.0,BECKMAN COULTER INC
Becton Dickinson and Co,BDX.N,BDX,2111.0,BECTON DICKINSON & CO
Lake Shore Gold Corp (Pre-Merger),LSG.TO^D16,PAASL,,
Ironstone Properties Inc,IRNS.PK,IRNS,45779.0,MILLROSE PROPERTIES INC
Ionis Pharmaceuticals Inc,IONS.OQ,IONS,24040.0,IONIS PHARMACEUTICALS INC
Isramco Inc,ISRL.OQ^J19,NFTANI,6194.0,ISRAMCO INC
Anixter International Inc,AXE.N^F20,AXE,,
J&J Snack Foods Corp,JJSF.OQ,JJSF,12825.0,J & J SNACK FOODS CORP
Nitches Inc,NICH.PK,NICH,2113.0,NITCHES INC
Bel Fuse Inc,BELFA.OQ,BELFA,2124.0,BEL FUSE INC
Jacobs Solutions Inc,J.N,J,6216.0,JACOBS SOLUTIONS INC
Amcor Flexibles North America Inc,BMS.N^F19,AMCORO,,
Benchmark Electronics Inc,BHE.N,BHE,23084.0,BENCHMARK ELECTRONICS INC
Jean Coutu Group (PJC) Inc,PJCa.TO^E18,MTRIJ,16474.0,JEAN COUTU GROUP
Interparfums Inc,IPAR.OQ,IPAR,14309.0,INTERPARFUMS INC
Jefferies Group LLC,JEF.N^C13,JEFJF,6239.0,JEFFERIES GROUP LLC
Jewett-Cameron Trading Company Ltd,JCTC.OQ,JCTC,25406.0,JEWETT-CAMERON TRADING CO
JLM Couture Inc,JLMCQ.PK,JLMC,,
Johnson Controls Inc,JCI.N^I16,JCIJH,6268.0,JOHNSON CONTROLS INTL PLC
W R Berkley Corp,WRB.N,WRB,14822.0,BERKLEY (W R) CORP
Berkley Renewables Inc,BKS.CD,,105581.0,BERKLEY RENEWABLES INC
Berkshire Hathaway Inc,BRKa.N,BRK,2176.0,BERKSHIRE HATHAWAY
Berry Petroleum Company LLC,BRY.N^L13,BRYBP,20440.0,BANKERS PETROLEUM LTD
Best Buy Co Inc,BBY.N,BBY,2184.0,BEST BUY CO INC
Ocean Wilsons Holdings Ltd,OCN.L^L25,HANXO,,
Northeast Bank,NBN.OQ,NBN,16689.0,NORTHEAST BANK
Johnson Outdoors Inc,JOUT.OQ,JOUT,13906.0,JOHNSON OUTDOORS INC  -CL A
Jones Group Inc,JNY.N^D14,JASPPO,24032.0,JONES GROUP INC
Eastern Platinum Ltd,ELR.TO,ELR,20529.0,EASTERN PLATINUM LTD
Jemtec Inc,JTC.V,,23535.0,EMTEC INC
KLA Corp,KLAC.OQ,KLAC,6304.0,KLA CORP
Sears Holdings Corp,SHLDQ.PK^K22,SHLDQ,6307.0,SEARS HOLDINGS CORP
Kinder Morgan Kansas Inc,KMI.N^E07,KMIKMM,31553.0,KINDER MORGAN CANADA LIMITED
Kaman Corp,KAMN.N^D24,OVTIOK,6326.0,KAMAN CORP
iSign Solutions Inc,ISGN.PK^C25,ISGSL,24475.0,ISIGN SOLUTIONS INC
Kansas City Life Insurance Co,KCLI.PK,KCLI,6333.0,KANSAS CITY LIFE INS CO
Great Plains Energy Inc,GXP.N^F18,EVRGP,6334.0,GREAT PLAINS ENERGY INC
Kansas City Southern (Pre-Merger),KSU.N^L21,CPKSC,,
KB Home,KBH.N,KBH,12689.0,KB HOME
Bio Rad Laboratories Inc,BIO.N,BIO,2220.0,BIO-RAD LABORATORIES INC
Kellanova,K.N^L25,K,6375.0,KELLANOVA
Touchpoint Group Holdings Inc,TGHI.PK,TGHI,273505.0,TOUCHPOINT GROUP HOLDINGS
Signet Jewelers Ltd,SIG.N,SIG,15520.0,SIGNET JEWELERS LTD
Kelly Services Inc,KELYA.OQ,KELYA,6379.0,KELLY SERVICES INC  -CL A
Kelso Technologies Inc,KLS.TO,,107130.0,KELSO TECHNOLOGIES INC
Biomerica Inc,BMRA.OQ,BMRA,7662.0,BIOMERICA INC
Biomet Inc,BMET.OQ^J07,ZBHET,2230.0,BIOMET INC
PwrCor Inc,PWCO.PK,,18082.0,PWRCOR INC
Dominari Holdings Inc,DOMH.OQ,,18738.0,DOMINARI HOLDINGS INC
DWS Municipal Income Trust,KTF.N,,15226.0,DWS MUNICIPAL INCOME TRUST
Black & Decker Corp,BDK.N^C10,SWKBLA,,
Black Hills Corp,BKH.N,BKH,2259.0,BLACK HILLS CORP
Kenilworth Systems Corp,GAMG.PK,GBASMK,,
Kennametal Inc,KMT.N,KMT,6386.0,KENNAMETAL INC
Rupert Resources Ltd,RUP.TO,,108110.0,RUPERT RESOURCES LTD
Blackrock Income Trust Inc,BKT.N,,15143.0,BLACKROCK INCOME TRUST INC
H & R Block Inc,HRB.N,HRB,2269.0,BLOCK H & R INC
Kewaunee Scientific Corp,KEQU.OQ,KEQU,6410.0,KEWAUNEE SCIENTIFIC CORP
Key Tronic Corp,KTCC.OQ,KTCC,6416.0,KEY TRONIC CORP
KeyCorp,KEY.N,KEY,9783.0,KEYCORP
O3 Mining Inc,OIII.V^C25,,35434.0,O3 MINING INC
BlackPearl Resources Inc,PXX.TO^L18,IPCOB,107144.0,BLACKPEARL RESOURCES INC
Kimball International Inc,KBAL.OQ^F23,HNILN,,
Kimberly-Clark Corp,KMB.OQ,KMB,6435.0,KIMBERLY-CLARK CORP
Hansa Investment Company Ltd,HAN.L,HANX,179889.0,AGNC INVESTMENT CORP
NioCorp Developments Ltd,NB.OQ,,107150.0,NIOCORP DEVELOPMENTS LTD
Kirby Corp,KEX.N,KEX,6461.0,KIRBY CORP
Blue Dolphin Energy Co,BDCO.PK,BDCO,170804.0,BLUE DOLPHIN ENERGY CO
Bob Evans Farms Inc,BOBE.OQ^A18,POSTV,2282.0,BOB EVANS FARMS
OfficeMax Inc,OMX.N^K13,ODPOF,2290.0,OFFICEMAX INC
Bombardier Inc,BBDb.TO,BBD,14078.0,BOMBARDIER INC  -CL B
Klondex Mines Unlimited Liability Co (Pre-Merger),KDX.TO^G18,,,
Koss Corp,KOSS.OQ,KOSS,6497.0,KOSS CORP
Boralex Inc,BLX.TO,BLXX,105632.0,BORALEX INC
Kroger Co,KR.N,KR,6502.0,KROGER CO
LKA Gold Inc,LKAI.PK,LKAI,15129.0,LKA GOLD INC
Newbridge Bancorp,NBBC.OQ^C16,FNBNW,16910.0,NEWBRIDGE BANCORP
LSI Industries Inc,LYTS.OQ,LYTS,6527.0,LSI INDUSTRIES INC
LSB Industries Inc,LXU.N,LXU,6528.0,LSB INDUSTRIES INC
LSI Corp,LSI.OQ^E14,AVGOS,6529.0,LSI CORP
Xcerra Corp,XCRA.OQ^J18,COHUCE,6532.0,XCERRA CORP
La-Z-Boy Inc,LZB.N,LZB,6543.0,LA-Z-BOY INC
Spire Inc,SR.N,SR,6547.0,SPIRE INC
Spire Inc,SR.N,SR,9954.0,SPIRE CORP
Spire Inc,SR.N,SR,39442.0,SPIRE GLOBAL INC
Bon-Ton Stores Inc,BONTQ.PK,BONTQ,24483.0,BON-TON STORES INC
Lakeland Industries Inc,LAKE.OQ,LAKE,12597.0,LAKELAND INDUSTRIES INC
Thunderbird Entertainment Group Inc,TBRD.V^B26,,34378.0,THUNDERBIRD ENTERTAINMENT GR
Lam Research Corp,LRCX.OQ,LRCX,6565.0,LAM RESEARCH CORP
Marzetti Co,MZTI.OQ,MZTI,6573.0,MARZETTI CO (THE)
Snyder's-Lance Inc,LNCE.OQ^C18,CPBSN,6574.0,SNYDERS-LANCE INC
Landauer Inc,LDR.N^J17,FTVXL,14169.0,LANDAUER INC
NSTAR,NST.DG^D12,ESNAR,2328.0,NSTAR
Bowl America I LLC,BWLa.A^H21,LUCKXB,2342.0,BOWL AMERICA INC  -CL A
Auxly Cannabis Group Inc,XLY.TO,XLY,106475.0,AUXLY CANNABIS GROUP INC
Laramide Resources Ltd,LAM.TO,,274075.0,LARAMIDE RESOURCES LTD
Brady Corp,BRC.N,BRC,2352.0,BRADY CORP
Lassonde Industries Inc,LASa.TO,LASXX,20879.0,LASSONDE INDUSTRIES INC-CL A
Lattice Semiconductor Corp,LSCC.OQ,LSCC,16597.0,LATTICE SEMICONDUCTOR CORP
Laurentian Bank of Canada,LB.TO,LB,16432.0,LAURENTIAN BANK OF CANADA
Waterloo Brewing Ltd,WBR.TO^C23,,20255.0,WATERLOO BREWING LTD
Bridgford Foods Corp,BRID.OQ,BRID,2390.0,BRIDGFORD FOODS CORP
Distribution Solutions Group Inc,DSGR.OQ,LAWS,6617.0,DISTRIBUTION SOLUTIO GRO INC
Briggs & Stratton Corp,BGGSQ.PK^A21,BGGSQ,2393.0,BRIGGS & STRATTON
Brinker International Inc,EAT.N,EAT,,
AxoGen Inc,AXGN.OQ,AXGN,190355.0,AXOGEN INC
Lee Enterprises Inc,LEE.OQ,LEE,6639.0,LEE ENTERPRISES INC
Leggett & Platt Inc,LEG.N,LEG,6649.0,LEGGETT & PLATT INC
Carbon Done Right Developments Inc,KLX.V,,107226.0,CARBON DONE RIGHT DEVELO INC
Legg Mason Inc,LM.N^H20,LMICL,6653.0,LEGG MASON INC
Lennar Corp,LEN.N,LEN,6669.0,LENNAR CORP
Leon's Furniture Ltd,LNF.TO,LNF,6672.0,LEON'S FURNITURE LTD
Jefferies Financial Group Inc,JEF.N,JEF,6682.0,JEFFERIES FINANCIAL GRP INC
Bristol-Myers Squibb Co,BMY.N,BMY,2403.0,BRISTOL-MYERS SQUIBB CO
Endeavour Silver Corp,EDR.TO,EDRXX,107245.0,ENDEAVOUR SILVER CORP
PowerTap Hydrogen Capital Corp,MOTNF.PK,,,
VBI Vaccines Inc,VBIVQ.PK^A25,KHLTHI,25289.0,VBI VACCINES INC
Jayden Resources Inc,JDN.V,,106995.0,JAYDEN RESOURCES INC
Liberty All-Star Equity Fund,USA.N,USA,14729.0,LIBERTY ALL-STAR EQUITY
Vector Group Ltd,VGR.N^J24,JPTOBV,13963.0,VECTOR GROUP LTD
Exaktera North American Sales Inc,PPIRx.L^L21,EXKTRE,,
Brown-Forman Corp,BFb.N,BF,2435.0,BROWN FORMAN CORP
Caleres Inc,CAL.N,CALXXX,2436.0,CALERES INC
Lifeway Foods Inc,LWAY.OQ,LWAY,15087.0,LIFEWAY FOODS INC
Lifetime Brands Inc,LCUT.OQ,LCUT,24099.0,LIFETIME BRANDS INC
Ferguson Enterprises Inc,FERG.N,FERGX,100644.0,FERGUSON ENTERPRISES INC
Bath & Body Works Inc,BBWI.N,BBWI,6733.0,BATH & BODY WORKS INC
Linamar Corp,LNR.TO,LNR,20561.0,LINAMAR CORP
Lincoln National Corp,LNC.N,LNC,6742.0,LINCOLN NATIONAL CORP
Lindsay Corp,LNN.N,LNNX,14954.0,LINDSAY CORP
Linear Technology LLC,LLTC.OQ^C17,ADILI,12216.0,LINEAR TECHNOLOGY CORP
Brandywine Realty Trust,BDN.N,BDN,13562.0,BRANDYWINE REALTY TRUST
Roxgold Inc,ROXG.TO^G21,FRTNRO,107260.0,ROXGOLD INC
Brunswick Corp,BC.N,BC,2444.0,BRUNSWICK CORP
Materion Corp,MTRN.N,MTRN,2448.0,MATERION CORP
Bryn Mawr Bank Corp,BMTC.OQ^A22,WSFSR,16698.0,BRYN MAWR BANK CORP
Kate Spade & Co,KATE.N^G17,TPRKT,6768.0,KATE SPADE & CO
Loblaw Companies Ltd,L.TO,LX,,
Loews Corp,L.N,L,6781.0,LOEWS CORP
Range Resources Corp,RRC.N,RRC,6788.0,RANGE RESOURCES CORP
First Acceptance Corp,FACO.PK,FACO,6791.0,FIRST ACCEPTANCE CORP
Burlington Northern Santa Fe LLC,BNI.N^B10,BRKBU,2490.0,BURLINGTON NORTHERN SANTA FE
MasTec Inc,MTZ.N,MTZ,2497.0,MASTEC INC
