index,lseg_name,lseg_clean,compustat_name,compustat_clean,gvkey,score
7484,Aether Global Innovations Corp,AETHER INNOVATIONS,ATRIUM INNOVATIONS INC,ATRIUM INNOVATIONS,272705,83
7491,Earth Science Tech Inc,EARTH SCIENCE TECH,EARTH SEARCH SCIENCES INC,EARTH SEARCH SCIENCES,21560,87
7495,Empire State Realty Trust Inc,EMPIRE STATE REALTY TRUST,EMPIRE STATE REALTY TR INC,EMPIRE STATE REALTY TR,170714,94
7496,EQM Midstream Partners LP,EQM MIDSTREAM PARTNERS LP,EQT MIDSTREAM PARTNERS LP,EQT MIDSTREAM PARTNERS LP,170748,96
7499,Auriginal Mining Corp,AURIGINAL MINING,ARIZONA MINING INC,ARIZONA MINING,108548,80
7500,Atlas Resource Partners LP,ATLAS RESOURCE PARTNERS LP,NATURAL RESOURCE PARTNERS LP,NATURAL RESOURCE PARTNERS LP,150837,81
7501,New Global Energy Inc,NEW ENERGY,RENEW ENERGY GLOBAL PLC,RENEW ENERGY,331125,91
7510,Elcora Advanced Materials Corp,ELCORA ADVANCED MATERIALS,ELCORA ADVANCED MATERIALS CP,ELCORA ADVANCED MATERIALS CP,8356,94
7512,Hammer Technology Holdings Corp,HAMMER TECHNOLOGY,HAMMER TECHNOLOGY HOLDI CORP,HAMMER TECHNOLOGY HOLDI,27246,85
7518,Raging River Exploration Inc (Pre-Merger),RAGING RIVER EXPLORATION PRE MERGER,RAGING RIVER EXPLORATION INC,RAGING RIVER EXPLORATION,170889,81
7530,Retail Properties of America Inc,RETAIL PROPERTIES OF AMERICA,RETAIL PPTYS OF AMERICA INC,RETAIL PPTYS OF AMERICA,164132,86
7539,Blackstone Strategic Credit 2027 Term Fund,BLACKSTONE STRATEGIC CREDIT 2027 TERM FUND,BLACKSTONE STR C 2027 T FUND,BLACKSTONE STR C 2027 T FUND,14846,80
7548,mCloud Technologies Corp,MCLOUD TECHNOLOGIES,C&D TECHNOLOGIES INC,C D TECHNOLOGIES,13328,86
7550,Southcross Energy Partners LLC,SOUTHCROSS ENERGY PARTNERS,SOUTHCROSS ENERGY PRTNRS LP,SOUTHCROSS ENERGY PRTNRS LP,171139,91
7552,MCX Technologies Corp,MCX TECHNOLOGIES,FMC TECHNOLOGIES INC,FMC TECHNOLOGIES,142811,94
7568,ORAGIN Foods Inc,ORAGIN FOODS,MORGANS FOODS INC,MORGANS FOODS,7575,80
7570,Magellan Copper and Gold Corp,MAGELLAN COPPER AND GOLD,LION COPPER AND GOLD CORP,LION COPPER AND GOLD,107965,82
7574,Cryomass Technologies Inc,CRYOMASS TECHNOLOGIES,CYMAT TECHNOLOGIES LTD,CYMAT TECHNOLOGIES,140182,87
7576,Sharc International Systems Inc,SHARC SYSTEMS,AURA SYSTEMS INC,AURA SYSTEMS,14913,80
7577,Mereo Biopharma 5 Inc,MEREO BIOPHARMA 5,MEREO BIOPHARMA GROUP PLC,MEREO BIOPHARMA,321764,94
7588,Professional Diversity Network Inc,PROFESSIONAL DIVERSITY NETWORK,PROFESSIONAL DIVERSITY NETWK,PROFESSIONAL DIVERSITY NETWK,8661,97
7591,Cyberloq Technologies Inc,CYBERLOQ TECHNOLOGIES,EXRO TECHNOLOGIES INC,EXRO TECHNOLOGIES,32759,84
7606,TruTrace Technologies Inc,TRUTRACE TECHNOLOGIES,TRANE TECHNOLOGIES PLC,TRANE TECHNOLOGIES,5959,87
7607,Duesenberg Technologies Inc,DUESENBERG TECHNOLOGIES,SENSE TECHNOLOGIES INC,SENSE TECHNOLOGIES,65692,83
7608,Alexander & Baldwin Inc (Hawaii),ALEXANDER BALDWIN HAWAII,ALEXANDER & BALDWIN INC,ALEXANDER BALDWIN,11756,83
7614,Rally Software Development Corp,RALLY SOFTWARE DEVELOPMENT,RALLY SOFTWARE DEV CORP,RALLY SOFTWARE DEV,17505,82
7615,Natural Grocers by Vitamin Cottage Inc,NATURAL GROCERS BY VITAMIN COTTAGE,NATURAL GROCERS VITAMIN CTGE,NATURAL GROCERS VITAMIN CTGE,11922,90
7616,Hamilton Bancorp Inc (Maryland),HAMILTON BANCORP MARYLAND,HAMILTON BANCORP INC/MD,HAMILTON BANCORP /MD,13665,86
7619,Jinli Group Holdings Ltd,JINLI,INLIF LTD,INLIF,50509,80
7624,Aivita Group Inc,AIVITA,AVISTA CORP,AVISTA,11304,83
7627,New Hi-Crush Inc,NEW HI CRUSH,HI-CRUSH INC,HI CRUSH,12432,80
7631,Splash Beverage Group Inc,SPLASH BEVERAGE,PULSE BEVERAGE CORP,PULSE BEVERAGE,182638,83
7635,China De Xiao Quan Care Group Co Ltd,CHINA DE XIAO QUAN CARE,CHINA DE XIAO QUA C G CO LTD,CHINA DE XIAO QUA C G,18091,86
7636,Khiron Life Sciences Corp,KHIRON LIFE SCIENCES,KEZAR LIFE SCIENCES,KEZAR LIFE SCIENCES,33631,82
7637,PGIM Global High Yield Fund Inc,PGIM HIGH YIELD FUND,PGIM GLOBAL HI YIELD FND INC,PGIM HI YIELD FND,16798,92
7639,GCC Global Capital Corp,GCC CAPITAL,RCS CAPITAL CORP,RCS CAPITAL,17419,82
7641,Oconee Financial Corp,OCONEE FINANCIAL,PONCE FINANCIAL GROUP INC,PONCE FINANCIAL,32253,84
7644,Carlyle Credit Income Fund,CARLYLE CREDIT INCOME FUND,CANSO CREDIT INCOME FUND,CANSO CREDIT INCOME FUND,185259,84
7648,Danone US Inc,DANONE US,DANONE SA,DANONE SA,17452,89
7651,Aqua Power Systems Inc,AQUA POWER SYSTEMS,BALLARD POWER SYSTEMS INC,BALLARD POWER SYSTEMS,28724,82
7668,Intercept Pharmaceuticals Inc,INTERCEPT PHARMACEUTICALS,INOTEK PHARMACEUTICALS CORP,INOTEK PHARMACEUTICALS,22129,85
7670,Blackhawk Network Holdings Inc,BLACKHAWK NETWORK,BLACKHAWK NETWORK HLDGS INC,BLACKHAWK NETWORK HLDGS,17550,85
7681,National Bank Holdings Corp,NATIONAL BANK,NATIONAL BANK HLDGS CORP,NATIONAL BANK HLDGS,190963,81
7682,Silvercrest Asset Management Group Inc,SILVERCREST ASSET MANAGEMENT,SILVERCREST ASSET MGT,SILVERCREST ASSET MGT,14551,86
7688,Old Market Group Holdings Corp,OLD MARKET,MARKETO INC,MARKETO,17693,82
7698,Auric Resources Corp,AURIC RESOURCES,ARC RESOURCES LTD,ARC RESOURCES,105239,93
7703,Nfiniti Inc,NFINITI,INFINITE GROUP INC,INFINITE,28916,80
7706,Pepcap Resources Inc,PEPCAP RESOURCES,FEC RESOURCES INC,FEC RESOURCES,19692,83
7709,Bright Horizons Family Solutions Inc,BRIGHT HORIZONS FAMILY SOLUTIONS,BRIGHT HORIZONS FAMILY SOLTN,BRIGHT HORIZONS FAMILY SOLTN,65275,93
7713,Lords & Company Worldwide Holdings Inc,LORDS WORLDWIDE,OTIS WORLDWIDE CORP,OTIS WORLDWIDE,36190,83
7716,Western Midstream Partners LP,WESTERN MIDSTREAM PARTNERS LP,WESTERN MIDSTRM PRTNRS LP,WESTERN MIDSTRM PRTNRS LP,16225,93
7718,NeuroOne Medical Technologies Corp,NEUROONE MEDICAL TECHNOLOGIES,NEUROONE MED TECHNOLOGIES CO,NEUROONE MED TECHNOLOGIES,32247,93
7721,SOL Global Investments Corp,SOL INVESTMENTS,SLR INVESTMENT CORP,SLR INVESTMENT,184287,90
7723,Relevium Technologies Inc,RELEVIUM TECHNOLOGIES,LUMEN TECHNOLOGIES INC,LUMEN TECHNOLOGIES,2884,82
7731,First Northwest Bancorp,FIRST NORTHWEST BANCORP,FIRST NORTHWEST BANCRP,FIRST NORTHWEST BANCRP,22975,98
7733,Ares Dynamic Credit Allocation Fund Inc,ARES DYNAMIC CREDIT ALLOCATION FUND,ARES DYNAMIC CREDIT ALLOC FD,ARES DYNAMIC CREDIT ALLOC FD,16530,89
7740,Accelitron Advanced Motor Controls Inc,ACCELITRON ADVANCED MOTOR CONTROLS,ACCELITRON ADN MTR CNTRL INC,ACCELITRON ADN MTR CNTRL,16720,83
7743,Agereh Technologies Inc,AGEREH TECHNOLOGIES,RASER TECHNOLOGIES INC,RASER TECHNOLOGIES,141859,86
7744,MFS Capital Partners Ltd,MFS CAPITAL PARTNERS,CROWN CAPITAL PARTNERS INC,CROWN CAPITAL PARTNERS,25145,81
7759,Enumeral Biomedical Holdings Inc,ENUMERAL BIOMEDICAL,ENUMERAL BIOMEDICAL HLDGS,ENUMERAL BIOMEDICAL HLDGS,21576,86
7766,Arcturus Therapeutics Holdings Inc,ARCTURUS THERAPEUTICS,RUBIUS THERAPEUTICS INC,RUBIUS THERAPEUTICS,33720,85
7767,American Hotel Income Properties REIT LP,AMERICAN HOTEL INCOME PROPERTIES REIT LP,AMERICAN HOTEL INCM PROP LP,AMERICAN HOTEL INCM PROP LP,17380,81
7768,DoubleLine Income Solutions Fund,DOUBLELINE INCOME SOLUTIONS FUND,DOUBLELINE INCOME SOLTNS FD,DOUBLELINE INCOME SOLTNS FD,17840,92
7773,Sterling Consolidated Corp,STERLING CONSOLIDATED,CONSOLIDATED WATER CO INC,CONSOLIDATED WATER,62618,82
7774,Chibougamau Independent Mines Inc,CHIBOUGAMAU INDEPENDENT MINES,CHIBOUGAMAU INDEPENDNT MINES,CHIBOUGAMAU INDEPENDNT MINES,17192,98
7778,TurnKey Capital Inc,TURNKEY CAPITAL,TURNKEY CAPITAL INC OLD,TURNKEY CAPITAL OLD,20270,88
7798,Bio-En Holdings Corp,BIO EN,BIOGEN INC,BIOGEN,24468,83
7803,Blackrock Multi-Sector Income Trust,BLACKROCK MULTI SECTOR INCOME TRUST,BLACKROCK MULTI-SECT INCM TR,BLACKROCK MULTI SECT INCM TR,17402,89
7806,Centr Brands Corp,CENTR BRANDS,CENTRIC BRANDS INC,CENTRIC BRANDS,26863,92
7807,Must Capital Inc,MUST CAPITAL,STORE CAPITAL CORP,STORE CAPITAL,21630,80
7808,Independent Bank Group Inc,INDEPENDENT BANK,INDEPENDENT BANK CORP/MA,INDEPENDENT BANK /MA,16889,91
7810,Inovalis Real Estate Investment Trust,INOVALIS REAL ESTATE INVESTMENT TRUST,INOVALIS REAL ESTATE INVT TR,INOVALIS REAL ESTATE INVT TR,17720,86
7818,Interstate Power and Light Co,INTERSTATE POWER AND LIGHT,INTERSTATE POWER & LIGHT CO,INTERSTATE POWER LIGHT,12555,92
7824,Franklin Financial Network Inc,FRANKLIN FINANCIAL NETWORK,FRANKLIN FINL NETWORK INC,FRANKLIN FINL NETWORK,17586,89
7826,Melcor Real Estate Investment Trust,MELCOR REAL ESTATE INVESTMENT TRUST,MELCOR REAL ESTATE INVT TR,MELCOR REAL ESTATE INVT TR,17873,85
7828,"AH Realty Trust, Inc",AH REALTY TRUST,MAXUS REALTY TRUST INC,MAXUS REALTY TRUST,12110,85
7829,Phoenix Rising Companies,PHOENIX RISING COMPANIES,PHOENIX COMPANIES INC,PHOENIX COMPANIES,142462,83
7833,Tallgrass Energy Partners LP,TALLGRASS ENERGY PARTNERS LP,TALLGRASS ENERGY PRT LP,TALLGRASS ENERGY PRT LP,15117,90
7834,TriState Capital Holdings Inc,TRISTATE CAPITAL,TRISTATE CAPITAL HLDGS INC,TRISTATE CAPITAL HLDGS,17696,84
7855,Leef Brands Inc,LEEF BRANDS,BRANDES INTERNATIONAL ETF,BRANDES ETF,43426,82
7860,Votorantim Cimentos SA,VOTORANTIM CIMENTOS SA,VOTORANTIM CIMENTOS-ADR-REDH,VOTORANTIM CIMENTOS ADR REDH,170658,80
7865,Cherry Hill Mortgage Investment Corp,CHERRY HILL MORTGAGE INVESTMENT,CHERRY HILL MTG INVST,CHERRY HILL MTG INVST,18073,81
7869,Expro Group Holdings NV,EXPRO NV,EXPRO GROUP HOLDINGS N V,EXPRO N V,206243,94
7874,Genetix Biotherapeutics Inc,GENETIX BIOTHERAPEUTICS,PROTALIX BIOTHERAPEUTICS INC,PROTALIX BIOTHERAPEUTICS,62592,81
7875,General Finance Corp,GENERAL FINANCE,GENERAL FINANCE CORP/DE,GENERAL FINANCE /DE,166789,91
7878,Anvi Global Holdings Inc,ANVI,LANVIN GROUP HOLDINGS LTD,LANVIN,37725,80
7884,American Battery Technology Co,AMERICAN BATTERY TECHNOLOGY,AMERICAN BTTRY TECHNOLOGY CO,AMERICAN BTTRY TECHNOLOGY,26366,96
7889,Rexford Industrial Realty Inc,REXFORD INDUSTRIAL REALTY,REXFORD INDUS REALTY,REXFORD INDUS REALTY,18071,89
7893,Physicians Realty Trust,PHYSICIANS REALTY TRUST,PHYSICIANS REALTY TR,PHYSICIANS REALTY TR,18145,93
7902,Oaktree Strategic Income Corporation,OAKTREE STRATEGIC INCOME,OAKTREE STRATEGIC INCOME CP,OAKTREE STRATEGIC INCOME CP,18323,94
7921,Diamond Resorts International Inc,DIAMOND RESORTS,DIAMOND RESORTS INTL,DIAMOND RESORTS INTL,185363,86
7923,Ibex Global Solutions Ltd,IBEX SOLUTIONS,NEXEO SOLUTIONS INC,NEXEO SOLUTIONS,20619,83
7925,World Point Terminals LLC,WORLD POINT TERMINALS,WORLD POINT TERMINALS LP,WORLD POINT TERMINALS LP,18179,93
7927,Nexteer Automotive Group Ltd,NEXTEER AUTOMOTIVE,REE AUTOMOTIVE LTD,REE AUTOMOTIVE,39325,81
7935,Lindblad Expeditions Holdings Inc,LINDBLAD EXPEDITIONS,LINDBLAD EXPEDITIONS HLDGS,LINDBLAD EXPEDITIONS HLDGS,24351,87
7944,Santander Consumer USA Holdings Inc,SANTANDER CONSUMER USA,SANTANDER CONSUMER USA HLDGS,SANTANDER CONSUMER USA HLDGS,18306,88
7948,Fox Factory Holding Corp,FOX FACTORY HOLDING,FOX FACTORY HOLDING CP,FOX FACTORY HOLDING CP,18320,93
7965,Western Refining Logistics LP,WESTERN REFINING LOGISTICS LP,WESTERN REFINING LGS LP,WESTERN REFINING LGS LP,18431,88
7966,Lumiera Health Inc,LUMIERA HEALTH,LUCIRA HEALTH INC,LUCIRA HEALTH,37840,89
7975,Flitways Technology Inc,FLITWAYS TECHNOLOGY,FIRAN TECHNOLOGY GROUP CORP,FIRAN TECHNOLOGY,20483,80
7981,Lodestar Metals Corp,LODESTAR METALS,HELIOSTAR METALS LTD,HELIOSTAR METALS,64562,84
7996,SafeSpace Global Corp,SAFESPACE,SQUARESPACE INC,SQUARESPACE,38736,80
8015,Willcox International Holdings Inc,WILLCOX,WILLSCOT HOLDINGS CORP,WILLSCOT,32771,80
8022,Science Applications International Corp,SCIENCE APPLICATIONS,SCIENCE APPLICATIONS INTL CP,SCIENCE APPLICATIONS INTL CP,18683,83
8031,Cheniere Energy Partners LP Holdings LLC (Pre-Merger),CHENIERE ENERGY PARTNERS LP PRE MERGER,CHENIERE ENERGY PARTNERS LP,CHENIERE ENERGY PARTNERS LP,176914,83
8040,Vifor Pharma Inc,VIFOR PHARMA,VOR BIOPHARMA INC,VOR BIOPHARMA,37844,80
8043,CT Real Estate Investment Trust,CT REAL ESTATE INVESTMENT TRUST,CT REAL ESTATE INVESTMENT TR,CT REAL ESTATE INVESTMENT TR,18700,95
8050,Blue Capital Reinsurance Holdings Ltd,BLUE CAPITAL REINSURANCE,BLUE CAP REINSURANCE,BLUE CAP REINSURANCE,18894,91
8061,Grupo Lala SAB de CV,GRUPO LALA SAB DE CV,GRUMA SAB DE CV,GRUMA SAB DE CV,222519,80
8062,Regen BioPharma Inc,REGEN BIOPHARMA,CRESCENT BIOPHARMA INC,CRESCENT BIOPHARMA,18878,85
8065,SSI Liquidating Inc,SSI LIQUIDATING,OSH 1 LIQUIDATING CORP,OSH 1 LIQUIDATING,170312,81
8067,DIRTT Environmental Solutions Ltd,DIRTT ENVIRONMENTAL SOLUTIONS,DIRTT ENVIRONMENTL SOLUTIONS,DIRTT ENVIRONMENTL SOLUTIONS,19267,98
8070,Triplepoint Venture Growth BDC Corp,TRIPLEPOINT VENTURE GROWTH BDC,TRIPLEPOINT VENTURE GWTH BDC,TRIPLEPOINT VENTURE GWTH BDC,19925,97
8078,Chlitina Holding Ltd,CHLITINA HOLDING,CITIZENS HOLDING CO,CITIZENS HOLDING,125234,81
8082,Atacama Resources International Inc,ATACAMA RESOURCES,ATAC RESOURCES LTD,ATAC RESOURCES,142150,90
8089,Alterra Mountain Co,ALTERRA MOUNTAIN,EAGLE MOUNTAIN CORP,EAGLE MOUNTAIN,31127,80
8092,CHAR Technologies Ltd,CHAR TECHNOLOGIES,COSTAR TECHNOLOGIES INC,COSTAR TECHNOLOGIES,132799,89
8093,Cypress Environmental Partners LP,CYPRESS ENVIRONMENTAL PARTNERS LP,CYPRESS ENVIRONMNTL PRTNS LP,CYPRESS ENVIRONMNTL PRTNS LP,19184,92
8097,Investcorp Credit Management BDC Inc,INVESTCORP CREDIT MANAGEMENT BDC,INVESTCORP CRDT MNGMT BDC,INVESTCORP CRDT MNGMT BDC,19752,88
8102,Zoomd Technologies Ltd,ZOOMD TECHNOLOGIES,ZOOM TECHNOLOGIES INC,ZOOM TECHNOLOGIES,183612,97
8104,Bluerock Residential Growth REIT Inc,BLUEROCK RESIDENTIAL GROWTH REIT,BLUEROCK RESIDENTIAL GROWTH,BLUEROCK RESIDENTIAL GROWTH,19275,92
8120,Goddard Enterprises Ltd,GODDARD ENTERPRISES,GOLDEN ENTERPRISES,GOLDEN ENTERPRISES,5210,81
8129,Gentech Holdings Inc,GENTECH,RENTECH INC,RENTECH,23898,86
8130,SUNDANCE ENERGY INC,SUNDANCE ENERGY,SUNCOKE ENERGY INC,SUNCOKE ENERGY,186773,83
8134,Michaels Companies Inc,MICHAELS COMPANIES,MICHAELS COS INC,MICHAELS COS,7316,80
8135,Evome Medical Technologies Inc,EVOME MEDICAL TECHNOLOGIES,BIOJECT MEDICAL TECHNOLOGIES,BIOJECT MEDICAL TECHNOLOGIES,14395,85
8140,Continental Building Products Corp,CONTINENTAL BUILDING PRODUCTS,CONTINENTAL BUILDING PRODS,CONTINENTAL BUILDING PRODS,19442,95
8142,Twinlab Consolidated Holdings Inc,TWINLAB CONSOLIDATED,TWINLAB CONSOLIDATED HLDGS,TWINLAB CONSOLIDATED HLDGS,21860,87
8153,Pacira Therapeutics Inc,PACIRA THERAPEUTICS,CIDARA THERAPEUTICS INC,CIDARA THERAPEUTICS,23358,89
8156,Installed Building Products Inc,INSTALLED BUILDING PRODUCTS,INSTALLED BLDG PRODUCTS INC,INSTALLED BLDG PRODUCTS,19516,92
8161,Beacon Therapeutics (USA) Inc,BEACON THERAPEUTICS USA,ABEONA THERAPEUTICS INC,ABEONA THERAPEUTICS,12713,81
8162,Concert Pharmaceuticals Inc,CONCERT PHARMACEUTICALS,CONCERT PHARMACEUTICLS INC,CONCERT PHARMACEUTICLS,19534,98
8169,Matinas BioPharma Holdings Inc,MATINAS BIOPHARMA,MATINAS BIOPHARMA HLDGS INC,MATINAS BIOPHARMA HLDGS,20756,85
8188,Vice Health and Wellness Inc,VICE HEALTH AND WELLNESS,PETCO HEALTH AND WELLNESS CO,PETCO HEALTH AND WELLNESS,37502,86
8198,Homeland Energy Solutions LLC,HOMELAND ENERGY SOLUTIONS,HELIX ENERGY SOLUTIONS GROUP,HELIX ENERGY SOLUTIONS,65006,85
8202,Sixth Street Specialty Lending Inc,SIXTH STREET SPECIALTY LENDING,SIXTH STREET SPECIALTY LENDI,SIXTH STREET SPECIALTY LENDI,19974,97
8211,PIMCO Global Income Opportunities Fund,PIMCO INCOME OPPORTUNITIES FUND,PIMCO INCOME OPPORTUNITY FD,PIMCO INCOME OPPORTUNITY FD,178984,90
8225,Sportsman's Warehouse Holdings Inc,SPORTSMAN S WAREHOUSE,SPORTSMANS WAREHOUSE HLDGS,SPORTSMANS WAREHOUSE HLDGS,16009,89
8227,Skyline Investments Inc,SKYLINE INVESTMENTS,SEI INVESTMENTS CO,SEI INVESTMENTS,9317,82
8232,Cava Holding Co,CAVA HOLDING,COVANTA HOLDING CORP,COVANTA HOLDING,23485,81
8245,Northeast Midstream Partners LP,NORTHEAST MIDSTREAM PARTNERS LP,NOBLE MIDSTREAM PARTNERS LP,NOBLE MIDSTREAM PARTNERS LP,26411,86
8248,Agentix Corp,AGENTIX,IMAGENETIX INC,IMAGENETIX,31343,82
8253,Cengage Learning Holdings II Inc,CENGAGE LEARNING II,CENGAGE LEARNING HLDGS II,CENGAGE LEARNING HLDGS II,20149,86
8258,Eastwood Bio-Medical Canada Inc,EASTWOOD BIO MEDICAL CANADA,EASTWOOD BIO-MEDICAL CDA INC,EASTWOOD BIO MEDICAL CDA,21674,94
8259,abrdn Healthcare Opportunities Fund,ABRDN HEALTHCARE OPPORTUNITIES FUND,ABRDN HEALTHCARE OPPORT FUND,ABRDN HEALTHCARE OPPORT FUND,21236,89
8266,First Citizens Group Financial Holdings Ltd,FIRST CITIZENS FINANCIAL,CITIZENS FINANCIAL GROUP INC,CITIZENS FINANCIAL,21825,86
8269,Toucan Interactive Corp,TOUCAN INTERACTIVE,GLOBAL INTERACTIVE TECHN INC,INTERACTIVE TECHN,41958,86
8277,Omni Health Inc,OMNI HEALTH,NMI HEALTH INC,NMI HEALTH,106265,86
8278,Westlake Chemical Partners LP,WESTLAKE CHEMICAL PARTNERS LP,WESTLAKE CHEMICAL PRTNRS LP,WESTLAKE CHEMICAL PRTNRS LP,20473,96
8289,Harrison Vickers and Waterman Inc,HARRISON VICKERS AND WATERMAN,HARRISON VICKERS & WATERMAN,HARRISON VICKERS WATERMAN,20587,93
8303,Amphastar Pharmaceuticals Inc,AMPHASTAR PHARMACEUTICALS,AMPHASTAR PHARMACEUTICLS INC,AMPHASTAR PHARMACEUTICLS,20659,98
8325,Quantum Energy Corp,QUANTUM ENERGY,URANIUM ENERGY CORP,URANIUM ENERGY,165798,86
8329,Greenwave Technology Solutions Inc,GREENWAVE TECHNOLOGY SOLUTIONS,GREEN TECHNOLOGY SOLUTIONS,GREEN TECHNOLOGY SOLUTIONS,183538,93
8333,Plymouth Industrial REIT Inc,PLYMOUTH INDUSTRIAL REIT,PLYMOUTH INDL REIT INC,PLYMOUTH INDL REIT,20959,86
8353,Cona Resources Ltd,CONA RESOURCES,ANCONIA RESOURCES CORP,ANCONIA RESOURCES,187463,90
8359,State National Companies Inc,STATE NATIONAL COMPANIES,STATE NATIONAL COS INC,STATE NATIONAL COS,21079,86
8366,Applied Biosciences Corp,APPLIED BIOSCIENCES,AMPLIPHI BIOSCIENCES CORP,AMPLIPHI BIOSCIENCES,30236,82
8368,Lightstone Value Plus Reit II Inc,LIGHTSTONE VALUE PLUS REIT II,LIGHTSTONE VALUE PLU R I INC,LIGHTSTONE VALUE PLU R I,27361,91
8374,Star Alliance International Corp,STAR ALLIANCE,STAR ALLIANCE INTL CORP,STAR ALLIANCE INTL,24862,84
8375,Independence Contract Drilling Inc,INDEPENDENCE CONTRACT DRILLING,INDEPENDENCE CONTRACT DRLLNG,INDEPENDENCE CONTRACT DRLLNG,21165,97
8385,Noveris Health Sciences Inc,NOVERIS HEALTH SCIENCES,PRA HEALTH SCIENCES INC,PRA HEALTH SCIENCES,21739,81
8406,Fifth Street Asset Management Inc,FIFTH STREET ASSET MANAGEMENT,FIFTH STREET ASSET MGMT INC,FIFTH STREET ASSET MGMT,21696,88
8431,Legacy Ventures International Inc,LEGACY VENTURES,LEGACY VENTURES INTL INC,LEGACY VENTURES INTL,23626,86
8439,Landmark Infrastructure Partners LP,LANDMARK INFRASTRUCTURE PARTNERS LP,LANDMARK INFRAST PRTNS LP,LANDMARK INFRAST PRTNS LP,22124,83
8443,NexPoint Residential Trust Inc,NEXPOINT RESIDENTIAL TRUST,NEXPOINT RESIDENTIAL TR INC,NEXPOINT RESIDENTIAL TR,23086,94
8448,Corbus Pharmaceuticals Holdings Inc,CORBUS PHARMACEUTICALS,CORVUS PHARMACEUTICALS INC,CORVUS PHARMACEUTICALS,26895,95
8451,Penntex Midstream Partners LP,PENNTEX MIDSTREAM PARTNERS LP,QEP MIDSTREAM PARTNERS LP,QEP MIDSTREAM PARTNERS LP,17941,85
8459,BioNeutra Global Corp,BIONEUTRA,BIONEUTRAL GROUP INC,BIONEUTRAL,180468,95
8462,James River Group Holdings Inc,JAMES RIVER,JAMES RIVER COAL CO,JAMES RIVER COAL,160838,81
8469,RM Partners LP,RM PARTNERS LP,PVR PARTNERS LP,PVR PARTNERS LP,175510,90
8471,Q BioMed Inc,Q BIOMED,ABIOMED INC,ABIOMED,13619,80
8473,Barington/Hilco Acquisition Corp,BARINGTON/HILCO ACQUISITION,BARINGTON/HILCO ACQ CORP,BARINGTON/HILCO ACQ,22982,83
8478,SUPA Consolidated Inc,SUPA CONSOLIDATED,CONSOLIDATED GEMS INC,CONSOLIDATED GEMS,181781,82
8480,Nuveen Global High Income Fund,NUVEEN HIGH INCOME FUND,NUVEEN GLOBAL HIGH INCOME FD,NUVEEN HIGH INCOME FD,22310,95
8481,Riley Gold Corp,RILEY GOLD,RISE GOLD CORP,RISE GOLD,180574,84
8484,Fairfax India Holdings Corp,FAIRFAX INDIA,FAIRFAX INDIA HLDGS CORP,FAIRFAX INDIA HLDGS,22985,81
8492,Restaurant Brands International Inc,RESTAURANT BRANDS,RESTAURANT BRANDS INTL INC,RESTAURANT BRANDS INTL,164471,87
8497,Nuveen Dow 30SM Dynamic Overwrite Fund,NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND,NUVEEN DOW 30 DYNA OVERWRITE,NUVEEN DOW 30 DYNA OVERWRITE,163844,85
8498,Nuveen Nasdaq 100 Dynamic Overwrite Fund,NUVEEN NASDAQ 100 DYNAMIC OVERWRITE FUND,NUVEEN NASDAQ 100 DYN OVRWRT,NUVEEN NASDAQ 100 DYN OVRWRT,176561,82
8499,Summit Materials 1 LLC,SUMMIT MATERIALS 1,SUMMIT MATERIALS INC,SUMMIT MATERIALS,22603,94
8503,Easterly Government Properties Inc,EASTERLY GOVERNMENT PROPERTIES,EASTERLY GOVERNMENT PPTYS,EASTERLY GOVERNMENT PPTYS,22674,87
8505,Black Knight Financial Services Inc,BLACK KNIGHT FINANCIAL SERVICES,KENT FINANCIAL SERVICES INC,KENT FINANCIAL SERVICES,14368,81
8507,MB Bancorp Inc,MB BANCORP,NB BANCORP INC,NB BANCORP,43210,90
8519,Patriot Transportation Holding Inc,PATRIOT TRANSPORTATION HOLDING,PATRIOT TRANSPORTATION HLDG,PATRIOT TRANSPORTATION HLDG,22731,95
8526,Hampton Financial Corp,HAMPTON FINANCIAL,WATON FINANCIAL LTD,WATON FINANCIAL,45754,88
8529,ePlay Digital Inc.,EPLAY DIGITAL,E DIGITAL CORP,E DIGITAL,24717,82
8536,Innoveren Scientific Inc,INNOVEREN SCIENTIFIC,CORE SCIENTIFIC INC,CORE SCIENTIFIC,37871,80
8541,Vertex Resource Group Ltd,VERTEX RESOURCE,VERDE RESOURCES INC,VERDE RESOURCES,19896,87
8542,Maven Brands Inc,MAVEN BRANDS,DRIVEN BRANDS HOLDINGS INC,DRIVEN BRANDS,37751,80
8544,EQGP Holdings LP,EQGP LP,EQT GP HOLDINGS LP,EQT GP LP,23072,88
8548,National Storage Affiliates Trust,NATIONAL STORAGE AFFILIATES TRUST,NATIONAL STORAGE AFFILIATES,NATIONAL STORAGE AFFILIATES,23147,90
8552,Atlantic Alliance Partnership Corp,ATLANTIC ALLIANCE PARTNERSHIP,ATLANTIC ALLIANCE PARTNERSHP,ATLANTIC ALLIANCE PARTNERSHP,23175,98
8562,Team Tankers International Ltd,TEAM TANKERS,TEEKAY TANKERS LTD,TEEKAY TANKERS,179087,85
