gvkey,year,total_assets,market_cap
27119.0,2014,718000000,
27119.0,2015,778700000,
27119.0,2016,,2310474104.64
27119.0,2016,832800000,
27119.0,2017,,2967876536.67
27119.0,2017,929600000,
27119.0,2018,1315200000,3512358829.2
27119.0,2019,2141700000,3654607945.66
27119.0,2020,2334500000,3126096080.62
27119.0,2021,2469000000,2816820468.3
27119.0,2022,,2632457546.75999
27119.0,2022,2736500000,
27119.0,2023,,1710840380.52
37139.0,2009,87559930,
37139.0,2010,102363554,
37139.0,2011,90107428,
37139.0,2012,141045236,
37139.0,2013,135156519,
37139.0,2014,117137344,
37139.0,2015,122914781,
37139.0,2016,,
37139.0,2016,121240557,
37139.0,2017,,
37139.0,2017,123216647,
37139.0,2018,144854183,97644990
37139.0,2019,167063256,110420970
37139.0,2020,225823047,94298900
37139.0,2021,245286123,146923770
37139.0,2022,,236297355
37139.0,2022,311196770,
37139.0,2023,,291950400
27245.0,2009,,
27245.0,2010,,
27245.0,2011,,
27245.0,2012,,
27245.0,2013,819967000,
27245.0,2014,2161091000,
27245.0,2015,2114088000,
27245.0,2016,,3101863892.79999
27245.0,2016,2002263000,
27245.0,2017,,2975194345.34
27245.0,2017,2099229000,
27245.0,2018,,4207258598.84
27274.0,2009,,
27274.0,2010,,
27274.0,2011,,
27274.0,2012,,
27274.0,2013,104809000,
27274.0,2014,310875000,
27274.0,2015,411953000,
27274.0,2016,,1205125351.5
27274.0,2016,684391000,
27274.0,2017,,330405487.4
27274.0,2017,449195000,
27274.0,2018,286337000,59585152.9434
27274.0,2019,266487000,113938268.34
27274.0,2020,200288000,359449687.59
27274.0,2021,197828000,121858032.419999
27274.0,2022,,28117227.5
27274.0,2022,159551000,
27274.0,2023,,11812678.78
27335.0,2009,,
27335.0,2010,,
27335.0,2011,,
27335.0,2012,,
27335.0,2013,,
27335.0,2014,,
27335.0,2015,,
27335.0,2016,,172978193.4
27335.0,2016,512554000,
27335.0,2017,,8684235.81
27335.0,2017,329617000,
27335.0,2018,335980000,8715371.88
27335.0,2019,400232000,87607.4038
27335.0,2020,356060000,88006.3692
27335.0,2021,321013000,114617491.56
27335.0,2022,,123979355.36
27335.0,2022,315114000,
27335.0,2023,,14810294.066624
27345.0,2009,,
27345.0,2010,,
27345.0,2011,,
27345.0,2012,769002000,
27345.0,2013,877428000,
27345.0,2014,955262000,
27345.0,2015,1013322000,
27345.0,2016,,141008850.0
27345.0,2016,1025996000,
27345.0,2017,,165554685.3
27345.0,2017,1200591000,
27345.0,2018,1251564000,185558966.1
27345.0,2019,1454894000,212364119.91
27345.0,2020,1602838000,157873739.19
27345.0,2021,1687682000,197797384.47
27345.0,2022,,213915207.48
27345.0,2022,1601779000,
27345.0,2023,,226109436.7
26590.0,2009,,
26590.0,2010,6586100000,
26590.0,2011,6401700000,
26590.0,2012,6762300000,
26590.0,2013,7240100000,
26590.0,2014,7355600000,
26590.0,2015,7210600000,
26590.0,2016,,18533298693.14
26590.0,2016,8189800000,
26590.0,2017,,25145891985.9499
26590.0,2017,10500600000,
26590.0,2018,12905600000,22595930693.5799
26590.0,2019,17439000000,25652081539.37
26590.0,2020,16051500000,23880207547.48
26590.0,2021,16465500000,27355889071.08
26590.0,2022,,22732180255.25
26590.0,2022,15890600000,
26590.0,2023,,25876053685.4699
26792.0,2009,,
26792.0,2010,,
26792.0,2011,9886810000,
26792.0,2012,12691569000,
26792.0,2013,17418131000,
26792.0,2014,23241194000,
26792.0,2015,33045817000,
26792.0,2016,,9718616507.0
26792.0,2016,53206042000,
26792.0,2017,,37090216661.6
26792.0,2017,92202420000,
26792.0,2018,,20887995682.2
26792.0,2018,141115541000,
26792.0,2019,,22316603571.0
26792.0,2019,203428032000,
26792.0,2020,,24686508374.9999
26792.0,2020,377231725000,
26792.0,2021,,32191206921.0
26792.0,2021,760516343000,
26792.0,2022,,60570816948.8999
26792.0,2022,697436116000,
26792.0,2023,,307870383246.299
27361.0,2009,,
27361.0,2010,,
27361.0,2011,564356000,
27361.0,2012,,
27361.0,2013,677761000,
27361.0,2014,673839000,
27361.0,2015,,
27361.0,2016,,
27361.0,2016,,
27361.0,2017,,
27361.0,2017,,
27361.0,2018,476209000,
27361.0,2019,,
27361.0,2019,486180000,
27361.0,2020,502241000,
27361.0,2021,465788000,
27361.0,2022,,
27361.0,2022,509894000,
27361.0,2023,,129600000
27354.0,2009,,
27354.0,2010,,
27354.0,2011,,
27354.0,2012,,
27354.0,2013,,
27354.0,2014,22228000,
27354.0,2015,42824000,
27354.0,2016,,311929567.95
27354.0,2016,89301000,
27354.0,2017,,219121810.56
27354.0,2017,101100000,
27354.0,2018,44482000,59774924.16
27354.0,2019,99569000,114707401.059999
27354.0,2020,165435000,327455884.469999
27354.0,2021,159883000,403010865.9
27354.0,2022,,172925139.609999
27354.0,2022,165886000,
27354.0,2023,,111633055.6536
27318.0,2010,,
27318.0,2011,,
27318.0,2012,,
27318.0,2013,,
27318.0,2014,6961000,
27318.0,2016,12433000,
27318.0,2016,,29396600.05
27318.0,2017,12531000,
27318.0,2017,,27400477.8070999
27318.0,2018,11719000,
27318.0,2018,,25239435.696
27318.0,2019,9007000,
27318.0,2019,,16011339.96
27318.0,2020,12005000,
27318.0,2020,,75643673.48
27318.0,2021,37477000,
27318.0,2021,,122281544.0
27318.0,2022,54626000,
27318.0,2022,,26003623.36
27318.0,2023,46831000,
27318.0,2023,,33733246.55
66029.0,2009,66584051,
66029.0,2010,248967000,494386264.8
66029.0,2011,,694707963.949999
66029.0,2011,1168760000,
66029.0,2012,2198632000,672821785.86
66029.0,2013,1856651000,1253621659.01
66029.0,2014,1677955000,627701731.4
66029.0,2015,1060158000,4193764.708
66029.0,2015,1060158000,
66029.0,2016,,2866196388.0
66029.0,2017,,2149647291.0
66029.0,2018,,1042253232.0
66029.0,2019,,1237675713.0
27364.0,2009,,
27364.0,2010,,
27364.0,2011,,
27364.0,2012,,
27364.0,2013,67056000,
27364.0,2014,54974000,
27364.0,2015,157516000,
27364.0,2016,,2513675458.2
27364.0,2016,412694000,
27364.0,2017,,2195501274.0
27364.0,2017,449782000,
27364.0,2018,1028710000,8931461215.9
27364.0,2019,5150516000,13479371188.92
27364.0,2020,9487433000,51099705448.0
27364.0,2021,12998598000,46961103821.9399
27364.0,2022,,9025306179.84
27364.0,2022,12564304000,
27364.0,2023,,13735721939.94
26721.0,2009,,
26721.0,2010,,
26721.0,2011,,
26721.0,2012,,
26721.0,2013,4205000000,
26721.0,2014,4405000000,
26721.0,2015,7635000000,
26721.0,2016,,3483944346.7
26721.0,2016,8193000000,
26721.0,2017,,5596587260.55
26721.0,2017,15804000000,
26721.0,2018,27318000000,5375516246.1
26721.0,2019,51751000000,7742453669.64
26721.0,2020,54746000000,7182532957.49
26721.0,2021,64219000000,8516254100.85
26721.0,2022,,3303438997.11
26721.0,2022,89250000000,
26721.0,2023,,3938039253.5
27386.0,2009,,
27386.0,2010,,
27386.0,2011,2332486000,
27386.0,2012,2415036000,
27386.0,2013,2290897000,
27386.0,2014,2184059000,
27386.0,2015,2182373000,
27386.0,2016,2536046000,
27386.0,2017,,4150154809.91
27386.0,2017,2862940000,
27386.0,2018,3047525000,1465958393.76
27386.0,2019,3381332000,2354829387.27
27386.0,2020,3964685000,2555063086.64
27386.0,2021,3738671000,2415206478.48
27386.0,2022,,813859355.05
27386.0,2022,3501361000,
27386.0,2023,,1608860823.67999
27463.0,2009,,
27463.0,2010,,
27463.0,2011,,
27463.0,2012,,
27463.0,2013,91238523,
27463.0,2014,571486463,
27463.0,2015,1405835000,
27463.0,2016,,692134233.1
27463.0,2016,1357560000,
27463.0,2017,,696457047.55
27463.0,2017,1375370000,
27463.0,2018,1320069000,
27463.0,2019,,
27463.0,2019,1254559000,
27463.0,2020,1176050000,
27463.0,2021,1126707000,452674055.68
27463.0,2022,,108579.687
27463.0,2022,1399238000,
27463.0,2023,,419610616.4
27373.0,2010,,
27373.0,2011,,
27373.0,2012,,
27373.0,2013,,
27373.0,2014,1082500000,
27373.0,2016,1825000000,
27373.0,2016,,4397386873.0
27373.0,2017,1915000000,
27373.0,2017,,5058018605.21999
27373.0,2018,1854000000,
27373.0,2018,,3640986693.45
27373.0,2019,2064000000,
27373.0,2019,,4034525278.42
27373.0,2020,3051000000,
27373.0,2020,,4280112244.98
27373.0,2021,3191000000,
27373.0,2021,,6711462254.63999
27373.0,2022,3416800000,
27373.0,2022,,5695108515.15
27373.0,2023,2889900000,
27373.0,2023,,4884914767.04
19071.0,2009,,
19071.0,2010,,
19071.0,2011,607986000,
19071.0,2012,742443000,
19071.0,2013,906882000,
19071.0,2014,1163168000,
19071.0,2015,1338105000,
19071.0,2016,,2637790440.55
19071.0,2016,1455777000,
19071.0,2017,,3907793285.54999
19071.0,2017,2567026000,
19071.0,2018,2806687000,1008201449.71
19071.0,2019,3376240000,1300003409.32
19071.0,2020,3256431000,2298274822.05
19071.0,2021,4372929000,3509182339.6
19071.0,2022,,1865933965.44
19071.0,2022,4800147000,
19071.0,2023,,2212329738.84
27575.0,2009,,
27575.0,2010,,
27575.0,2011,1755946000,
27575.0,2012,1742670000,
27575.0,2013,1745038000,
27575.0,2014,1762703000,
27575.0,2015,1758973000,
27575.0,2016,,1517543796.87
27575.0,2016,1736171000,
27575.0,2017,,1570024044.52
27575.0,2017,1733905000,
27575.0,2018,1691621000,1575194506.34
27575.0,2019,1817049000,2442865880.0
27575.0,2020,1866555000,3011899313.77999
27575.0,2021,2005836000,3908267607.72
27575.0,2022,,2981075243.96
27575.0,2022,2193807000,
27575.0,2023,,4129911772.63
27392.0,2009,,
27392.0,2010,,
27392.0,2011,,
27392.0,2012,,
27392.0,2013,4921000,
27392.0,2015,43631000,
27392.0,2016,,284306503.04
27392.0,2016,91323000,
27392.0,2017,,255864322.28
27392.0,2017,78488000,
27392.0,2018,106766000,187456144.28
27392.0,2019,149978000,293268878.57
27392.0,2020,213250000,610016794.1
27392.0,2021,182935000,201947708.999999
27392.0,2022,,72611056.39
27392.0,2022,244486000,
27392.0,2023,,199891696.02
27555.0,2009,,
27555.0,2010,,
27555.0,2011,,
27555.0,2012,,
27555.0,2013,,
27555.0,2014,35828000,
27555.0,2015,30691000,
27555.0,2016,30676000,
27555.0,2017,,243674447.29
27555.0,2017,82301000,
27555.0,2018,112105000,507092485.76
27555.0,2019,182154000,785819784.72
27555.0,2020,320412000,806628116.25
27555.0,2021,304274000,1177878030.04
27555.0,2022,,909479294.999999
27555.0,2022,427727000,
27555.0,2023,,759218513.839999
27476.0,2009,,
27476.0,2010,,
27476.0,2011,,
27476.0,2012,,
27476.0,2013,177004000,
27476.0,2015,84137000,
27476.0,2016,,241170863.1
27476.0,2016,62556000,
27476.0,2017,,284688771.34
27476.0,2017,83552000,
27476.0,2018,144661000,235312099.36
27476.0,2019,214798000,722691466.2
27476.0,2020,162710000,711778721.75
27476.0,2020,162710000,
27476.0,2021,,1695950174.5
27574.0,2009,,
27574.0,2010,,
27574.0,2011,,
27574.0,2012,82412000,
27574.0,2014,277960000,
27574.0,2015,329920000,
27574.0,2016,,541139282.52
27574.0,2016,437206000,
27574.0,2017,,695844906.9
27574.0,2017,545737000,
27574.0,2018,604855000,848277676.199999
27574.0,2019,826677000,651194868.06
27574.0,2020,956257000,1886399212.88
27574.0,2021,1007701000,557692254.24
27574.0,2022,,425385026.04
27574.0,2022,962176000,
27574.0,2023,,192390482.339999
36726.0,2010,,
36726.0,2011,,
36726.0,2012,,
36726.0,2013,,
36726.0,2014,,
36726.0,2015,109,
36726.0,2016,15,
36726.0,2016,,
36726.0,2017,,40989455.5199999
36726.0,2017,5210740,
36726.0,2018,7014086,29893952.4
36726.0,2019,14218557,39337883.1
36726.0,2020,12408021,7852058.5417
36726.0,2021,8597840,2018811.3845
36726.0,2022,,478691.3065
36726.0,2022,6794471,
36726.0,2023,,4593552.7561
19998.0,2009,,
19998.0,2010,,
19998.0,2011,,
19998.0,2012,,
19998.0,2013,,
19998.0,2014,1096912000,
19998.0,2015,984041000,
19998.0,2016,,1468766468.37
19998.0,2016,979105000,
19998.0,2017,,1357200414.36
19998.0,2017,950717000,
19998.0,2018,967933000,1887796616.3
19998.0,2019,1143071000,3028715255.88
19998.0,2020,1390677000,4979418273.59999
19998.0,2021,1659935000,7836515163.91999
19998.0,2022,,6605929121.76999
19998.0,2022,1352495000,
19998.0,2023,,9405393637.08
18184.0,2014,,1738683579.02
18184.0,2015,,2304804574.98
18184.0,2016,,2659045131.33
18184.0,2017,,2095013883.52
18184.0,2018,,2732886777.6
18184.0,2019,,2505450723.1
18184.0,2020,,3878581515.68
18184.0,2021,,55175999.9999999
27645.0,2009,,
27645.0,2010,,
27645.0,2011,382858000,
27645.0,2012,386782000,
27645.0,2013,373718000,
27645.0,2014,359440000,
27645.0,2015,383163000,
27645.0,2016,,94603863.12
27645.0,2016,481224000,
27645.0,2017,,90106798.2848
27645.0,2017,531892000,
27645.0,2018,614340000,84233803.85
27645.0,2019,631004000,99963440.1499999
27645.0,2020,721072000,121848895.32
27645.0,2021,803278000,122406624.0
27645.0,2021,803278000,
27645.0,2022,,140422033.57
27653.0,2009,,
27653.0,2010,,
27653.0,2011,,
27653.0,2012,,
27653.0,2013,,
27653.0,2014,181508000,
27653.0,2015,346038000,
27653.0,2016,536107000,
27653.0,2017,516427000,
27653.0,2018,514213000,
27653.0,2018,,1249469812.36
27653.0,2019,629539000,
27653.0,2019,,2984962476.24
27653.0,2020,,5962523437.72
27653.0,2021,737067000,
27653.0,2021,,7259379073.98
27653.0,2022,1096364000,
27653.0,2022,,3562909341.48
27653.0,2022,1076765000,
27653.0,2023,,4497242178.18
27652.0,2009,,
27652.0,2010,,
27652.0,2011,,
27652.0,2012,,
27652.0,2013,,
27652.0,2014,437604000,
27652.0,2015,545278000,
27652.0,2016,,713145725.069999
27652.0,2016,614389000,
27652.0,2017,,946350225.0
27652.0,2017,667849000,
27652.0,2018,773063000,1179413567.76
27652.0,2019,1090550000,2252632805.02
27652.0,2020,1546896000,4538364620.79
27652.0,2021,2025655000,5428375037.04999
27652.0,2022,,6035943057.2
27652.0,2022,2747122000,
27652.0,2023,,7761026167.88
180387.0,2009,,
180387.0,2010,,
180387.0,2011,,
180387.0,2012,336760875,
180387.0,2013,519006761,
180387.0,2014,484287907,
180387.0,2015,766734000,
180387.0,2016,,644046111.279999
180387.0,2016,1573970000,
180387.0,2017,,714196245.879999
180387.0,2017,1664759000,
180387.0,2018,1945031000,712927853.75
180387.0,2019,1797506000,826323549.869999
180387.0,2020,1711462000,699676295.449999
180387.0,2021,1732064000,783494833.589999
180387.0,2022,,597062363.76
180387.0,2022,1916039000,
180387.0,2023,,555891913.72
27737.0,2009,,
27737.0,2010,,
27737.0,2011,,
27737.0,2012,,
27737.0,2013,383407,
27737.0,2014,81350,
27737.0,2015,3420282,
27737.0,2016,,81165807.0
27737.0,2016,26879000,
27737.0,2017,,52655558.21
27737.0,2017,17807000,
27737.0,2018,19357000,43146216.75
27737.0,2019,15240000,52719294.32
27737.0,2020,39395000,345215390.84
27737.0,2021,36060000,466924840.0
27737.0,2022,,148370181.94
27737.0,2022,26729000,
27737.0,2023,,180851116.18
175055.0,2010,,
175055.0,2011,,
175055.0,2012,,
175055.0,2013,,
175055.0,2014,,
175055.0,2015,318135,
175055.0,2016,447610,
175055.0,2017,,1360000.0
175055.0,2018,2845751,
175055.0,2018,,14644676.18
175055.0,2019,3004909,
175055.0,2019,,5168709.24
175055.0,2020,2016673,
175055.0,2020,,9045241.17
175055.0,2021,7609334,
175055.0,2021,,11676194.915
175055.0,2022,6157841,
175055.0,2022,,7279212.03
175055.0,2023,4495982,
175055.0,2023,,1427526.32
175055.0,2010,,
175055.0,2011,,
175055.0,2012,,
175055.0,2013,,
175055.0,2014,,
175055.0,2015,318135,
175055.0,2016,447610,
175055.0,2017,,1360000.0
175055.0,2018,2845751,
175055.0,2018,,14644676.18
175055.0,2019,3004909,
175055.0,2019,,5168709.24
175055.0,2020,2016673,
175055.0,2020,,9045241.17
175055.0,2021,7609334,
175055.0,2021,,11676194.915
175055.0,2022,6157841,
175055.0,2022,,7279212.03
175055.0,2023,4495982,
175055.0,2023,,1427526.32
27689.0,2009,,
27689.0,2010,,
27689.0,2011,,
27689.0,2012,,
27689.0,2013,,
27689.0,2014,,
27689.0,2015,6076,
27689.0,2016,,
27689.0,2016,6874,
27689.0,2017,,
27689.0,2017,13163,
27689.0,2018,83934,
27689.0,2019,515394,35808240.0
27689.0,2020,46761,43899046.1
27689.0,2021,3183683,247019380.2837
27689.0,2022,,308643885.0
27689.0,2022,3218595,
27689.0,2023,,256921506.0
27670.0,2009,,
27670.0,2010,,
27670.0,2011,,
27670.0,2012,,
27670.0,2013,,
27670.0,2014,10328000,
27670.0,2015,14845000,
27670.0,2016,,367550821.469999
27670.0,2016,93990000,
27670.0,2017,,425976990.4
27670.0,2017,163734000,
27670.0,2018,139472000,162771907.87
27670.0,2019,154917000,191805451.35
27670.0,2020,324468000,848267824.32
27670.0,2021,347695000,1632305363.4
27670.0,2022,,536754664.01
27670.0,2022,247928000,
27670.0,2023,,1322559337.46
187129.0,2009,,
187129.0,2010,,
187129.0,2011,,
187129.0,2012,,
187129.0,2013,4713117000,
187129.0,2014,4947378000,
187129.0,2015,5512782000,
187129.0,2016,,2963250000
187129.0,2016,6470699000,
187129.0,2017,,2190375000
187129.0,2017,6206858000,
187129.0,2018,,1147500000
187129.0,2018,5657675000,
187129.0,2019,5333739000,1134000000
187129.0,2020,5363814000,1107000000
187129.0,2021,,1171125000
187129.0,2021,6177681000,
187129.0,2022,,1012500000
187129.0,2022,5782486000,
187129.0,2023,,1282575000
27338.0,2009,,
27338.0,2010,,
27338.0,2011,80947000,
27338.0,2012,50092000,
27338.0,2013,50528000,
27338.0,2014,119971000,
27338.0,2015,127767000,
27338.0,2016,,49407130.56
27338.0,2016,91858000,
27338.0,2017,,90856704.32
27338.0,2017,117007000,
27338.0,2018,67494000,28966688.32
27338.0,2019,53408000,29635265.198
27338.0,2020,53547000,151914653.15
27338.0,2021,56601000,38548385.41
27338.0,2022,,11812878.56
27338.0,2022,34215000,
27338.0,2023,,3410072.58
63417.0,2009,,
63417.0,2010,,
63417.0,2011,47576177,
63417.0,2012,56690385,
63417.0,2013,70948481,
63417.0,2014,93934849,
63417.0,2015,172520617,
63417.0,2016,196048000,
63417.0,2017,208767000,
63417.0,2018,250258000,
63417.0,2019,292737000,690897400.0
63417.0,2020,317246000,455800000.0
63417.0,2021,313896000,502439999.999999
63417.0,2022,,264999999.999999
63417.0,2022,288833000,
63417.0,2023,,234260000.0
27644.0,2009,,
27644.0,2010,,
27644.0,2011,,
27644.0,2012,,
27644.0,2013,,
27644.0,2014,430421000,
27644.0,2015,487352000,
27644.0,2016,,
27644.0,2017,,
27644.0,2018,442723000,
27644.0,2020,494466000,
27644.0,2021,1225862000,862857822.96
27644.0,2022,,161694349.38
27644.0,2022,1372649000,
27644.0,2023,,331829924.1
23093.0,2009,,
23093.0,2010,,
23093.0,2011,,
23093.0,2012,,
23093.0,2013,864842000,
23093.0,2014,846168000,
23093.0,2015,938875000,
23093.0,2016,,1384645260.84
23093.0,2016,1824786000,
23093.0,2017,,713488874.699999
23093.0,2017,1811238000,
23093.0,2018,1793252000,241413071.04
23093.0,2019,1740058000,746337702.6
23093.0,2020,1658163000,1129258755.65
23093.0,2021,1774033000,1600394000.0
23093.0,2021,1774033000,
23093.0,2022,,1618792200.0
34439.0,2009,,
34439.0,2010,,
34439.0,2011,,
34439.0,2012,,
34439.0,2013,0,
34439.0,2014,0,
34439.0,2015,333595,
34439.0,2016,,565270000.0
34439.0,2016,251473784,
34439.0,2017,,573625000.0
34439.0,2017,252670423,
34439.0,2018,226552000,598797827.15
34439.0,2019,178973000,24644029.466
34439.0,2020,232232000,308574339.919999
34439.0,2021,259107000,93696720.6
34439.0,2022,,3616039.812
34439.0,2022,48145000,
34439.0,2023,,1023346.28175
27504.0,2009,,
27504.0,2010,,
27504.0,2011,,
27504.0,2012,,
27504.0,2013,,
27504.0,2014,,
27504.0,2015,2121695,
27504.0,2016,,69859999.9999999
27504.0,2016,71351403,
27504.0,2017,,111024450.12
27504.0,2017,345387000,
27504.0,2018,414151000,68805329.76
27504.0,2018,414151000,
27504.0,2019,,14992891.22
27504.0,2020,,9133482.23999999
27703.0,2009,,
27703.0,2010,,
27703.0,2011,,
27703.0,2012,3682772,
27703.0,2013,6723204,
27703.0,2014,8733058,
27703.0,2015,15260414,
27703.0,2016,,128598710.4
27703.0,2016,56063503,
27703.0,2017,,86112854.62
27703.0,2017,56297908,
27703.0,2018,52907112,95147237.94
27703.0,2019,54726000,103660758.96
27703.0,2020,54927000,173674275.46
27703.0,2021,66390000,107311774.03
27703.0,2022,,66555219.36
27703.0,2022,54400000,
27703.0,2023,,37179604.04
26908.0,2009,,
26908.0,2010,,
26908.0,2011,,
26908.0,2012,,
26908.0,2013,11074796,
26908.0,2014,6942741,
26908.0,2015,9636154,
26908.0,2016,,71117392.5
26908.0,2016,18947080,
26908.0,2017,,69601764.24
26908.0,2017,18835186,
26908.0,2018,33251229,119393336.01
26908.0,2019,36924547,58359661.2
26908.0,2020,28009895,63699082.58
26908.0,2021,32240000,119976718.28
26908.0,2022,,123261819.1
26908.0,2022,56735000,
26908.0,2023,,38662473.44
23705.0,2009,,
23705.0,2010,,
23705.0,2011,,
23705.0,2012,,
23705.0,2013,,
23705.0,2014,842077,
23705.0,2015,1214090,
23705.0,2016,,91839000.0
23705.0,2016,870419,
23705.0,2017,,31708676.9033
23705.0,2017,1639680,
23705.0,2018,8496430,25534345.798
23705.0,2019,7240452,44110953.6
23705.0,2020,19778000,135978981.48
23705.0,2021,86976000,216318897.06
23705.0,2022,,44978265.12
23705.0,2022,53980000,
23705.0,2023,,33168719.2
27636.0,2009,,
27636.0,2010,,
27636.0,2011,,
27636.0,2012,,
27636.0,2013,,
27636.0,2014,45498000,
27636.0,2015,48061000,
27636.0,2016,,632839904.4
27636.0,2016,144651000,
27636.0,2017,,1092193173.63999
27636.0,2017,172798000,
27636.0,2018,219124000,1115183781.0
27636.0,2019,403917000,1213085351.48
27636.0,2020,419730000,1217706273.18
27636.0,2020,419730000,
27636.0,2021,,2148796939.95
14489.0,2010,,
14489.0,2011,,
14489.0,2012,44533000000,
14489.0,2013,47540000000,
14489.0,2014,51153000000,
14489.0,2015,48192000000,
14489.0,2016,45122000000,
14489.0,2016,,11880231672.09
14489.0,2017,118206000000,
14489.0,2017,,16203570336.0
14489.0,2018,124193000000,
14489.0,2018,,35109899146.35
14489.0,2019,111820000000,
14489.0,2019,,36217964816.88
14489.0,2020,118861000000,
14489.0,2020,,54953162863.62
14489.0,2021,123415000000,
14489.0,2021,,42907416124.91
14489.0,2022,92735000000,
14489.0,2022,,28802680065.12
14489.0,2023,89611000000,
14489.0,2023,,54437484991.5
27665.0,2009,,
27665.0,2010,,
27665.0,2011,15839422000,
27665.0,2012,16646665000,
27665.0,2013,17118777000,
27665.0,2014,18133696000,
27665.0,2015,19352681000,
27665.0,2016,,4858457372.28
27665.0,2016,19661829000,
27665.0,2017,,4073127708.75999
27665.0,2017,20549461000,
27665.0,2018,20695678000,3036020538.02
27665.0,2019,20166734000,3748436619.15
27665.0,2020,22662831000,3063331373.75999
27665.0,2021,24992410000,3484642559.75999
27665.0,2022,,3324802407.35999
27665.0,2022,24577223000,
27665.0,2023,,2917212217.38
14999.0,2010,,
14999.0,2011,,
14999.0,2012,,
14999.0,2013,,
14999.0,2014,,
14999.0,2015,,
14999.0,2016,4250,
14999.0,2017,23883,
14999.0,2018,13740,
14999.0,2019,20967,
14999.0,2019,,
14999.0,2020,105196,
14999.0,2020,,77210472.0
14999.0,2021,71209,
14999.0,2021,,8213880.0
14999.0,2022,37289,
14999.0,2022,,555463.635
14999.0,2023,,11704778.9999999
27361.0,2009,,
27361.0,2010,,
27361.0,2011,,
27361.0,2012,,
27361.0,2013,,
27361.0,2014,200000,
27361.0,2015,5213448,
27361.0,2016,64721649,
27361.0,2017,81790520,
27361.0,2018,72145125,
27361.0,2019,79120311,
27361.0,2020,82990286,
27361.0,2021,96189241,
27361.0,2022,138272543,
27361.0,2023,,
6823.0,2009,6861903000,
6823.0,2010,7488423000,
6823.0,2011,,163380000
6823.0,2011,8063867000,
6823.0,2012,9074084000,160020000
6823.0,2013,9450393000,144720000
6823.0,2014,16423825000,152340000
6823.0,2015,16387447000,151740000
6823.0,2016,,149999400
6823.0,2016,17701271000,
6823.0,2017,18448864000,
6823.0,2018,19651815000,
6823.0,2019,21464108000,
6823.0,2020,24705507000,
6823.0,2021,27675838000,
6823.0,2022,28144555000,
27841.0,2009,,
27841.0,2010,,
27841.0,2011,,
27841.0,2012,2769881000,
27841.0,2013,2536057000,
27841.0,2014,2429213000,
27841.0,2015,1715410000,
27841.0,2016,,731961010.0
27841.0,2016,946752000,
27841.0,2017,,612166827.8
27841.0,2017,836600000,
27841.0,2018,2746058000,649173427.88
27841.0,2019,2302823000,164710000.0
27841.0,2020,1680089000,208071000.0
27841.0,2021,1857712000,1123320000.0
27841.0,2022,,2333990777.10999
27841.0,2022,2312479000,
27841.0,2023,,4502075678.48
27874.0,2009,,
27874.0,2010,,
27874.0,2011,,
27874.0,2012,,
27874.0,2013,,
27874.0,2014,40066000,
27874.0,2015,53509000,
27874.0,2016,,500881374.9
27874.0,2016,108322000,
27874.0,2017,,839729416.52
27874.0,2017,236413000,
27874.0,2018,262180000,1683020048.15999
27874.0,2019,837296000,2642900796.16
27874.0,2020,960944000,5283910176.24
27874.0,2021,1479015000,2596389020.86
27874.0,2022,,1180998922.62
27874.0,2022,1125664000,
27874.0,2023,,998389043.079999
27905.0,2009,,
27905.0,2010,,
27905.0,2011,,
27905.0,2012,,
27905.0,2013,3114000,
27905.0,2015,49816000,
27905.0,2016,,430662566.18
27905.0,2016,52473000,
27905.0,2017,,67480576.7599999
27905.0,2017,21134000,
27905.0,2018,26362000,21627090.05
27905.0,2019,29097000,84420524.96
27905.0,2020,46829000,115050712.082999
27905.0,2021,68960000,78462269.64
27905.0,2022,,35714852.88
27905.0,2022,90330000,
27905.0,2023,,14007.6855
112159.0,2009,,
112159.0,2010,,
112159.0,2011,,
112159.0,2012,336382000,
112159.0,2013,331460676,
112159.0,2015,331759686,
112159.0,2016,,43434902.4
112159.0,2016,558856000,
112159.0,2017,,61511856.0
112159.0,2017,547961000,
112159.0,2018,680284000,67724697.5
112159.0,2019,706290000,77775678.75
112159.0,2020,855387000,59395595.0
112159.0,2021,995848000,77754300.0
112159.0,2022,,63658926.6
112159.0,2022,997734000,
112159.0,2023,,62614712.96
27909.0,2009,,
27909.0,2010,,
27909.0,2011,,
27909.0,2012,,
27909.0,2013,110509000,
27909.0,2014,108462000,
27909.0,2015,99151000,
27909.0,2016,,709920007.31
27909.0,2016,194782000,
27909.0,2017,,949937402.4
27909.0,2017,263331000,
27909.0,2018,,1729718726.84
27909.0,2019,,1730174395.62999
28070.0,2009,,
28070.0,2010,,
28070.0,2011,650673000,
28070.0,2012,650523000,
28070.0,2013,733981000,
28070.0,2014,823048000,
28070.0,2015,840986000,
28070.0,2016,,674892867.24
28070.0,2016,904957000,
28070.0,2017,,1282418379.62
28070.0,2017,1050274000,
28070.0,2018,1034626000,725401807.12
28070.0,2019,1235969000,557178948.92
28070.0,2020,1263407000,560384207.729999
28070.0,2021,1311999000,1329612826.5
28070.0,2022,,1048093309.88
28070.0,2022,1495331000,
28070.0,2023,,807532252.8
38649.0,2009,,
38649.0,2010,,
38649.0,2011,,
38649.0,2012,,
38649.0,2013,,
38649.0,2014,,
38649.0,2015,,
38649.0,2016,,
38649.0,2017,,
